,dt,timezone,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Date,Hour
345603,1499644800,-14400,23.02,19.81,20.0,25.0,1013,46,4.95,227,92,Clouds,overcast clouds,2017-07-10,00
345604,1499648400,-14400,22.36,19.46,19.0,24.6,1013,48,4.53,229,99,Clouds,overcast clouds,2017-07-10,01
345605,1499652000,-14400,21.04,17.65,18.2,23.1,1014,46,4.52,230,97,Clouds,overcast clouds,2017-07-10,02
345606,1499655600,-14400,19.61,18.26,18.2,20.85,1014,64,3.09,270,90,Clouds,overcast clouds,2017-07-10,03
345607,1499659200,-14400,19.33,18.79,18.0,20.39,1014,81,3.6,246,89,Rain,light rain,2017-07-10,04
345608,1499662800,-14400,19.01,18.55,17.5,20.0,1014,76,2.8,247,73,Rain,light rain,2017-07-10,05
345609,1499666400,-14400,18.67,18.45,17.5,19.4,1014,76,2.29,244,65,Clouds,broken clouds,2017-07-10,06
345610,1499670000,-14400,17.75,18.92,17.0,18.5,1014,88,1.03,210,90,Clouds,overcast clouds,2017-07-10,07
345611,1499673600,-14400,17.95,17.56,17.0,19.0,1013,78,2.39,226,50,Clouds,scattered clouds,2017-07-10,08
345612,1499677200,-14400,18.12,17.57,17.0,19.0,1013,78,2.7,223,30,Clouds,scattered clouds,2017-07-10,09
345613,1499680800,-14400,17.96,16.83,17.0,19.1,1013,70,2.68,227,45,Clouds,scattered clouds,2017-07-10,10
345614,1499684400,-14400,18.68,17.63,18.0,20.0,1013,71,2.98,225,33,Clouds,scattered clouds,2017-07-10,11
345615,1499688000,-14400,19.06,18.17,18.0,20.1,1013,71,2.92,230,83,Clouds,broken clouds,2017-07-10,12
345616,1499691600,-14400,19.78,19.29,18.45,21.0,1013,70,2.58,220,100,Clouds,overcast clouds,2017-07-10,13
345617,1499695200,-14400,21.35,20.89,19.12,24.0,1013,69,3.18,229,100,Clouds,overcast clouds,2017-07-10,14
345618,1499698800,-14400,22.18,21.57,19.93,24.0,1013,61,2.82,218,100,Clouds,overcast clouds,2017-07-10,15
345619,1499702400,-14400,23.34,22.82,20.78,25.0,1013,60,3.12,209,100,Clouds,overcast clouds,2017-07-10,16
345620,1499706000,-14400,24.19,23.06,21.39,25.2,1013,58,4.13,201,100,Clouds,overcast clouds,2017-07-10,17
345621,1499709600,-14400,23.82,21.9,21.69,25.2,1013,58,5.07,195,100,Clouds,overcast clouds,2017-07-10,18
345622,1499713200,-14400,22.96,20.69,21.0,25.2,1013,61,5.56,198,100,Rain,light rain,2017-07-10,19
345623,1499716800,-14400,21.68,21.35,20.0,24.0,1012,77,4.14,202,100,Rain,light rain,2017-07-10,20
345624,1499720400,-14400,21.76,21.21,19.0,24.0,1012,74,4.13,207,100,Rain,light rain,2017-07-10,21
345625,1499724000,-14400,21.44,21.96,19.99,23.0,1012,76,2.67,207,100,Rain,light rain,2017-07-10,22
345626,1499727600,-14400,21.28,21.35,19.0,23.0,1011,77,3.34,200,92,Rain,light rain,2017-07-10,23
345627,1499731200,-14400,20.94,21.12,18.0,23.0,1012,79,3.23,200,84,Clouds,broken clouds,2017-07-11,00
345628,1499734800,-14400,20.7,20.99,19.0,22.2,1012,81,3.17,214,64,Clouds,broken clouds,2017-07-11,01
345629,1499738400,-14400,20.2,20.61,18.89,21.0,1012,80,2.6,222,44,Clouds,scattered clouds,2017-07-11,02
345630,1499742000,-14400,19.62,20.79,18.52,20.2,1012,83,1.53,223,16,Clouds,few clouds,2017-07-11,03
345631,1499745600,-14400,18.75,19.42,18.0,19.4,1012,88,2.28,225,5,Clear,sky is clear,2017-07-11,04
345632,1499749200,-14400,18.64,19.07,17.61,19.2,1012,89,2.67,246,9,Clear,sky is clear,2017-07-11,05
345633,1499752800,-14400,17.6,18.28,16.0,18.93,1012,90,1.84,278,2,Clear,sky is clear,2017-07-11,06
345634,1499756400,-14400,17.59,18.62,16.81,18.79,1012,92,1.52,292,0,Clear,sky is clear,2017-07-11,07
345635,1499760000,-14400,17.15,17.69,16.0,18.2,1011,92,1.98,269,0,Clear,sky is clear,2017-07-11,08
345636,1499763600,-14400,17.34,18.16,16.0,18.2,1011,90,1.5,253,1,Clear,sky is clear,2017-07-11,09
345637,1499767200,-14400,17.12,17.54,16.0,18.03,1012,86,1.58,235,100,Clouds,overcast clouds,2017-07-11,10
345638,1499770800,-14400,17.65,18.64,16.0,19.0,1013,92,1.61,230,100,Clouds,overcast clouds,2017-07-11,11
345639,1499774400,-14400,18.51,19.42,17.0,20.0,1012,85,1.51,237,100,Clouds,overcast clouds,2017-07-11,12
345640,1499778000,-14400,19.51,20.53,17.0,22.0,1013,81,1.47,224,91,Clouds,overcast clouds,2017-07-11,13
345641,1499781600,-14400,20.44,21.44,17.87,22.0,1013,77,1.55,203,44,Clouds,scattered clouds,2017-07-11,14
345642,1499785200,-14400,21.97,22.95,18.51,24.0,1013,69,1.45,199,68,Clouds,broken clouds,2017-07-11,15
345643,1499788800,-14400,22.79,23.56,19.01,25.0,1013,68,2.06,198,53,Clouds,broken clouds,2017-07-11,16
345644,1499792400,-14400,24.18,24.68,19.42,26.6,1013,64,2.64,194,31,Clouds,scattered clouds,2017-07-11,17
345645,1499796000,-14400,25.24,25.04,20.02,27.0,1012,53,2.58,182,16,Clouds,few clouds,2017-07-11,18
345646,1499799600,-14400,26.03,26.19,21.39,27.0,1012,52,2.28,175,25,Clouds,scattered clouds,2017-07-11,19
345647,1499803200,-14400,26.11,26.53,20.3,28.0,1012,53,2.12,165,34,Clouds,scattered clouds,2017-07-11,20
345648,1499806800,-14400,26.61,26.0,20.39,29.0,1012,45,2.53,150,41,Clouds,scattered clouds,2017-07-11,21
345649,1499810400,-14400,25.99,26.38,20.48,28.0,1012,51,1.78,129,67,Clouds,broken clouds,2017-07-11,22
345650,1499814000,-14400,25.5,26.6,20.29,28.0,1011,56,1.31,76,29,Clouds,scattered clouds,2017-07-11,23
345651,1499817600,-14400,25.14,26.91,20.13,28.0,1011,62,1.06,56,87,Clouds,overcast clouds,2017-07-12,00
345652,1499821200,-14400,23.87,25.9,20.37,27.5,1012,69,0.99,49,69,Clouds,broken clouds,2017-07-12,01
345653,1499824800,-14400,22.76,24.2,19.49,24.0,1013,68,1.08,30,52,Clouds,broken clouds,2017-07-12,02
345654,1499828400,-14400,22.78,24.6,20.25,24.0,1013,73,1.2,359,29,Clouds,scattered clouds,2017-07-12,03
345655,1499832000,-14400,22.19,23.72,19.59,24.0,1013,73,1.28,3,30,Clouds,scattered clouds,2017-07-12,04
345656,1499835600,-14400,20.88,22.35,19.02,23.0,1013,78,1.24,10,29,Clouds,scattered clouds,2017-07-12,05
345657,1499839200,-14400,20.76,21.9,18.64,22.7,1013,75,1.3,4,32,Clouds,scattered clouds,2017-07-12,06
345658,1499842800,-14400,20.02,22.49,18.65,21.0,1013,93,1.0,110,1,Clear,sky is clear,2017-07-12,07
345659,1499846400,-14400,20.15,21.05,19.14,21.1,1013,77,1.54,32,86,Clouds,overcast clouds,2017-07-12,08
345660,1499850000,-14400,19.82,20.94,17.99,20.9,1013,78,1.17,43,41,Clouds,scattered clouds,2017-07-12,09
345661,1499853600,-14400,19.94,20.79,18.93,21.22,1014,79,1.72,46,62,Clouds,broken clouds,2017-07-12,10
345662,1499857200,-14400,20.62,21.4,19.53,21.4,1014,78,2.08,88,53,Clouds,broken clouds,2017-07-12,11
345663,1499860800,-14400,21.6,22.8,19.57,23.0,1014,74,1.55,111,97,Clouds,overcast clouds,2017-07-12,12
345664,1499864400,-14400,22.35,23.81,20.1,24.0,1015,70,1.09,153,96,Clouds,overcast clouds,2017-07-12,13
345665,1499868000,-14400,24.06,26.08,21.11,25.0,1014,72,1.54,143,99,Clouds,overcast clouds,2017-07-12,14
345666,1499871600,-14400,23.99,26.01,21.0,26.0,1014,75,1.92,152,98,Clouds,overcast clouds,2017-07-12,15
345667,1499875200,-14400,24.47,25.58,21.0,27.0,1014,69,2.65,154,100,Clouds,overcast clouds,2017-07-12,16
345668,1499878800,-14400,24.78,25.76,21.6,27.0,1014,69,3.03,160,100,Rain,light rain,2017-07-12,17
345669,1499882400,-14400,24.05,25.24,21.74,26.0,1014,75,3.14,162,100,Clouds,overcast clouds,2017-07-12,18
345670,1499886000,-14400,24.6,26.33,21.7,26.0,1014,75,2.72,165,100,Clouds,overcast clouds,2017-07-12,19
345671,1499889600,-14400,23.29,24.42,21.33,25.0,1013,74,2.62,151,100,Rain,light rain,2017-07-12,20
345672,1499893200,-14400,23.04,24.81,21.47,24.1,1013,82,2.62,180,100,Rain,moderate rain,2017-07-12,21
345673,1499896800,-14400,23.04,24.28,21.57,24.0,1013,81,3.24,202,100,Rain,moderate rain,2017-07-12,22
345674,1499900400,-14400,23.38,25.61,22.4,24.4,1012,77,1.51,180,100,Rain,moderate rain,2017-07-12,23
345675,1499904000,-14400,22.91,24.46,21.0,25.0,1013,74,1.79,160,87,Rain,moderate rain,2017-07-13,00
345676,1499907600,-14400,22.39,23.92,21.0,24.0,1013,80,2.28,162,93,Rain,moderate rain,2017-07-13,01
345677,1499911200,-14400,22.29,24.35,20.77,25.0,1013,83,1.85,200,86,Rain,moderate rain,2017-07-13,02
345678,1499914800,-14400,21.79,23.0,20.6,23.0,1013,84,2.86,255,100,Rain,moderate rain,2017-07-13,03
345679,1499918400,-14400,21.95,23.19,20.34,23.0,1013,84,2.93,274,96,Rain,moderate rain,2017-07-13,04
345680,1499922000,-14400,20.65,21.56,19.6,22.0,1013,85,2.71,285,95,Rain,light rain,2017-07-13,05
345681,1499925600,-14400,20.08,21.12,19.0,22.0,1014,84,2.08,314,100,Clouds,overcast clouds,2017-07-13,06
345682,1499929200,-14400,19.44,20.63,19.0,20.99,1014,86,1.72,354,100,Clouds,overcast clouds,2017-07-13,07
345683,1499932800,-14400,18.64,18.96,18.0,20.09,1014,85,2.42,26,100,Clouds,overcast clouds,2017-07-13,08
345684,1499936400,-14400,18.05,17.45,17.49,19.46,1014,83,3.23,43,100,Clouds,overcast clouds,2017-07-13,09
345685,1499940000,-14400,17.39,15.16,16.32,19.01,1015,83,5.23,60,100,Clouds,overcast clouds,2017-07-13,10
345686,1499943600,-14400,16.96,14.88,15.5,18.6,1015,82,4.71,76,100,Clouds,overcast clouds,2017-07-13,11
345687,1499947200,-14400,16.59,14.21,15.5,17.6,1016,76,4.43,78,100,Clouds,overcast clouds,2017-07-13,12
345688,1499950800,-14400,16.06,13.52,15.5,17.28,1016,79,4.69,76,100,Rain,light rain,2017-07-13,13
345689,1499954400,-14400,16.03,13.11,15.0,17.11,1016,79,5.23,84,100,Rain,light rain,2017-07-13,14
345690,1499958000,-14400,15.84,12.73,15.0,17.17,1017,72,4.82,86,100,Clouds,overcast clouds,2017-07-13,15
345691,1499961600,-14400,15.91,13.34,15.0,17.04,1017,79,4.68,88,100,Rain,moderate rain,2017-07-13,16
345692,1499965200,-14400,16.04,13.64,14.7,17.94,1017,82,4.74,87,100,Rain,heavy intensity rain,2017-07-13,17
345693,1499968800,-14400,16.21,13.8,14.7,18.12,1017,84,5.01,81,100,Rain,light rain,2017-07-13,18
345694,1499972400,-14400,16.33,14.16,14.7,18.33,1017,83,4.64,79,100,Rain,moderate rain,2017-07-13,19
345695,1499976000,-14400,16.5,14.53,15.0,18.31,1016,83,4.43,78,100,Rain,moderate rain,2017-07-13,20
345696,1499979600,-14400,16.59,14.51,15.0,18.13,1016,81,4.45,83,98,Rain,light rain,2017-07-13,21
345697,1499983200,-14400,16.85,14.53,16.0,17.84,1016,80,4.82,82,100,Rain,light rain,2017-07-13,22
345698,1499986800,-14400,16.78,14.78,16.0,17.2,1016,81,4.42,82,100,Clouds,overcast clouds,2017-07-13,23
345699,1499990400,-14400,16.78,15.18,16.0,17.2,1016,83,4.03,81,89,Clouds,overcast clouds,2017-07-14,00
345700,1499994000,-14400,17.05,15.51,16.4,17.6,1016,83,4.08,82,70,Clouds,broken clouds,2017-07-14,01
345701,1499997600,-14400,17.51,15.97,16.85,18.35,1016,83,4.3,82,100,Clouds,overcast clouds,2017-07-14,02
345702,1500001200,-14400,17.78,16.63,17.0,18.46,1016,83,3.88,81,100,Clouds,overcast clouds,2017-07-14,03
345703,1500004800,-14400,17.85,16.38,17.0,18.6,1015,81,4.18,80,100,Clouds,overcast clouds,2017-07-14,04
345704,1500008400,-14400,17.54,16.03,17.0,18.42,1015,83,4.27,80,100,Clouds,overcast clouds,2017-07-14,05
345705,1500012000,-14400,17.37,16.38,17.0,18.0,1015,89,4.01,82,100,Rain,heavy intensity rain,2017-07-14,06
345706,1500015600,-14400,17.59,16.94,17.0,18.38,1015,89,3.64,77,100,Rain,light rain,2017-07-14,07
345707,1500019200,-14400,17.69,17.26,17.0,18.38,1014,88,3.28,74,98,Clouds,overcast clouds,2017-07-14,08
345708,1500022800,-14400,17.76,17.58,17.0,18.38,1014,86,2.76,76,100,Clouds,overcast clouds,2017-07-14,09
345709,1500026400,-14400,17.74,18.08,17.0,18.36,1014,88,2.21,48,100,Clouds,overcast clouds,2017-07-14,10
345710,1500030000,-14400,17.76,18.25,17.0,18.36,1014,88,2.0,41,100,Clouds,overcast clouds,2017-07-14,11
345711,1500033600,-14400,18.12,18.8,17.0,19.0,1015,86,1.73,48,100,Clouds,overcast clouds,2017-07-14,12
345712,1500037200,-14400,18.68,20.15,17.83,19.0,1014,86,0.89,3,100,Rain,light rain,2017-07-14,13
345713,1500040800,-14400,18.91,20.47,18.0,19.7,1014,86,0.9,288,100,Rain,light rain,2017-07-14,14
345714,1500044400,-14400,19.67,20.63,19.0,20.6,1014,82,1.75,257,94,Clouds,overcast clouds,2017-07-14,15
345715,1500048000,-14400,19.96,20.32,19.0,21.0,1014,84,2.98,262,56,Clouds,broken clouds,2017-07-14,16
345716,1500051600,-14400,21.36,21.77,19.0,23.9,1014,82,3.5,262,48,Rain,light rain,2017-07-14,17
345717,1500055200,-14400,23.14,23.17,20.0,26.0,1014,73,3.97,263,64,Rain,light rain,2017-07-14,18
345718,1500058800,-14400,24.39,24.19,21.19,27.0,1014,66,4.05,263,42,Clouds,scattered clouds,2017-07-14,19
345719,1500062400,-14400,24.65,24.3,21.64,27.0,1013,65,4.27,271,43,Clouds,scattered clouds,2017-07-14,20
345720,1500066000,-14400,24.28,23.89,21.71,26.0,1013,66,4.26,278,34,Clouds,scattered clouds,2017-07-14,21
345721,1500069600,-14400,25.11,23.98,21.93,26.0,1013,54,4.0,278,35,Clouds,scattered clouds,2017-07-14,22
345722,1500073200,-14400,23.68,21.61,21.1,25.0,1014,51,4.26,286,28,Clouds,scattered clouds,2017-07-14,23
345723,1500076800,-14400,22.08,20.38,21.0,23.0,1014,59,4.09,296,19,Clouds,few clouds,2017-07-15,00
345724,1500080400,-14400,21.1,20.01,20.89,21.41,1014,64,3.37,294,15,Clouds,few clouds,2017-07-15,01
345725,1500084000,-14400,20.84,20.19,19.5,22.0,1015,66,2.86,290,31,Clouds,scattered clouds,2017-07-15,02
345726,1500087600,-14400,19.86,18.49,19.0,21.0,1014,66,3.44,294,65,Clouds,broken clouds,2017-07-15,03
345727,1500091200,-14400,19.27,17.82,18.0,20.06,1015,70,3.71,298,95,Clouds,overcast clouds,2017-07-15,04
345728,1500094800,-14400,18.77,17.29,17.8,19.74,1015,71,3.63,301,100,Clouds,overcast clouds,2017-07-15,05
345729,1500098400,-14400,18.5,17.21,17.8,19.52,1015,73,3.44,299,95,Clouds,overcast clouds,2017-07-15,06
345730,1500102000,-14400,18.47,17.37,17.8,19.37,1015,75,3.35,297,99,Clouds,overcast clouds,2017-07-15,07
345731,1500105600,-14400,18.52,17.28,18.0,19.33,1015,75,3.58,300,98,Clouds,overcast clouds,2017-07-15,08
345732,1500109200,-14400,18.46,17.33,18.0,19.35,1015,78,3.7,303,100,Clouds,overcast clouds,2017-07-15,09
345733,1500112800,-14400,18.48,17.6,18.0,19.15,1016,78,3.34,301,81,Clouds,broken clouds,2017-07-15,10
345734,1500116400,-14400,18.97,17.7,18.6,19.14,1016,69,3.21,299,73,Clouds,broken clouds,2017-07-15,11
345735,1500120000,-14400,19.16,18.36,18.5,20.0,1016,76,3.36,300,69,Clouds,broken clouds,2017-07-15,12
345736,1500123600,-14400,20.34,19.17,18.6,21.0,1016,65,3.25,306,59,Clouds,broken clouds,2017-07-15,13
345737,1500127200,-14400,21.65,21.02,20.34,22.74,1016,64,2.98,310,40,Clouds,scattered clouds,2017-07-15,14
345738,1500130800,-14400,23.01,21.87,20.87,23.6,1016,54,3.05,329,48,Clouds,scattered clouds,2017-07-15,15
345739,1500134400,-14400,24.16,23.65,21.26,25.0,1016,52,2.38,320,99,Clouds,overcast clouds,2017-07-15,16
345740,1500138000,-14400,23.99,23.05,20.9,26.0,1016,45,1.93,287,100,Clouds,overcast clouds,2017-07-15,17
345741,1500141600,-14400,23.72,23.78,20.89,26.0,1016,57,2.06,262,98,Clouds,overcast clouds,2017-07-15,18
345742,1500145200,-14400,24.36,24.55,21.12,27.0,1015,57,2.19,253,100,Clouds,overcast clouds,2017-07-15,19
345743,1500148800,-14400,25.04,24.83,21.52,27.0,1015,51,2.2,250,65,Clouds,broken clouds,2017-07-15,20
345744,1500152400,-14400,25.43,25.37,21.91,28.0,1014,51,2.16,246,17,Clouds,few clouds,2017-07-15,21
345745,1500156000,-14400,24.94,24.79,21.86,27.0,1014,52,2.21,239,3,Clear,sky is clear,2017-07-15,22
345746,1500159600,-14400,25.87,24.99,21.92,27.0,1014,43,2.28,256,3,Clear,sky is clear,2017-07-15,23
345747,1500163200,-14400,25.19,23.98,21.83,26.0,1014,43,2.49,280,4,Clear,sky is clear,2017-07-16,00
345748,1500166800,-14400,23.79,21.51,21.46,25.1,1014,40,3.08,300,5,Clear,sky is clear,2017-07-16,01
345749,1500170400,-14400,21.74,19.03,19.78,23.0,1014,38,2.8,310,1,Clear,sky is clear,2017-07-16,02
345750,1500174000,-14400,21.11,19.91,19.31,22.0,1014,51,2.0,288,20,Clouds,few clouds,2017-07-16,03
345751,1500177600,-14400,20.66,18.96,18.74,22.0,1014,43,1.64,288,16,Clouds,few clouds,2017-07-16,04
345752,1500181200,-14400,18.8,17.01,18.0,20.04,1014,49,1.84,271,22,Clouds,few clouds,2017-07-16,05
345753,1500184800,-14400,19.01,17.07,18.0,20.7,1014,46,1.81,260,20,Clouds,few clouds,2017-07-16,06
345754,1500188400,-14400,18.5,17.18,18.0,19.77,1014,57,1.88,243,44,Clouds,scattered clouds,2017-07-16,07
345755,1500192000,-14400,18.45,17.26,18.0,19.68,1014,63,2.27,235,81,Clouds,broken clouds,2017-07-16,08
345756,1500195600,-14400,18.09,17.25,16.78,19.61,1014,72,2.51,235,86,Clouds,overcast clouds,2017-07-16,09
345757,1500199200,-14400,18.13,17.96,18.0,19.32,1014,76,1.97,218,65,Clouds,broken clouds,2017-07-16,10
345758,1500202800,-14400,19.0,18.98,18.9,19.3,1014,82,2.79,210,43,Clouds,scattered clouds,2017-07-16,11
345759,1500206400,-14400,19.84,19.76,19.0,21.0,1014,78,2.89,213,45,Clouds,scattered clouds,2017-07-16,12
345760,1500210000,-14400,20.88,20.91,19.35,22.0,1014,73,2.72,213,31,Clouds,scattered clouds,2017-07-16,13
345761,1500213600,-14400,22.89,22.66,19.91,25.0,1013,61,2.62,219,39,Clouds,scattered clouds,2017-07-16,14
345762,1500217200,-14400,23.67,23.67,20.52,25.0,1014,64,3.09,216,54,Clouds,broken clouds,2017-07-16,15
345763,1500220800,-14400,23.8,23.61,21.0,26.0,1014,64,3.43,220,44,Clouds,scattered clouds,2017-07-16,16
345764,1500224400,-14400,23.41,23.03,21.0,26.0,1013,63,3.36,216,52,Clouds,broken clouds,2017-07-16,17
345765,1500228000,-14400,23.57,23.19,21.58,26.0,1013,60,3.03,204,98,Clouds,overcast clouds,2017-07-16,18
345766,1500231600,-14400,23.79,24.15,21.63,26.0,1013,65,2.77,202,99,Clouds,overcast clouds,2017-07-16,19
345767,1500235200,-14400,23.27,23.88,21.0,25.0,1013,66,2.27,216,94,Rain,moderate rain,2017-07-16,20
345768,1500238800,-14400,22.71,22.56,20.0,24.6,1013,64,2.8,217,100,Rain,light rain,2017-07-16,21
345769,1500242400,-14400,22.01,22.23,20.17,23.0,1013,70,2.68,190,83,Rain,moderate rain,2017-07-16,22
345770,1500246000,-14400,21.62,22.64,19.78,23.0,1013,73,1.69,232,60,Rain,moderate rain,2017-07-16,23
345771,1500249600,-14400,21.24,22.85,20.0,23.0,1014,75,0.88,271,48,Rain,moderate rain,2017-07-17,00
345772,1500253200,-14400,20.6,22.15,19.72,22.0,1014,81,1.32,347,40,Rain,moderate rain,2017-07-17,01
345773,1500256800,-14400,20.13,21.46,19.0,21.0,1014,83,1.58,13,43,Rain,light rain,2017-07-17,02
345774,1500260400,-14400,20.07,20.93,18.98,21.0,1014,82,2.11,37,41,Clouds,scattered clouds,2017-07-17,03
345775,1500264000,-14400,19.79,20.74,18.62,20.6,1014,84,2.04,56,63,Clouds,broken clouds,2017-07-17,04
345776,1500267600,-14400,19.99,21.54,19.08,20.6,1014,87,1.63,50,100,Clouds,overcast clouds,2017-07-17,05
345777,1500271200,-14400,19.6,21.53,18.8,20.0,1014,93,1.5,100,100,Clouds,overcast clouds,2017-07-17,06
345778,1500274800,-14400,19.6,20.14,18.73,20.0,1014,94,3.6,70,90,Clouds,overcast clouds,2017-07-17,07
345779,1500278400,-14400,19.74,20.76,18.64,20.4,1014,85,2.03,76,100,Rain,light rain,2017-07-17,08
345780,1500282000,-14400,19.71,20.69,18.5,20.3,1014,85,2.07,83,100,Rain,light rain,2017-07-17,09
345781,1500285600,-14400,19.78,20.86,19.0,20.2,1014,86,2.07,43,100,Rain,light rain,2017-07-17,10
345782,1500289200,-14400,19.66,20.63,18.86,20.0,1015,87,2.27,50,97,Rain,light rain,2017-07-17,11
345783,1500292800,-14400,19.66,20.8,19.0,20.2,1015,85,1.81,73,100,Rain,light rain,2017-07-17,12
345784,1500296400,-14400,19.92,21.44,19.0,21.0,1016,82,1.08,100,65,Rain,light rain,2017-07-17,13
345785,1500300000,-14400,21.18,23.09,19.64,22.0,1016,80,1.02,136,47,Rain,light rain,2017-07-17,14
345786,1500303600,-14400,22.01,22.99,19.72,23.0,1016,68,1.34,145,57,Rain,light rain,2017-07-17,15
345787,1500307200,-14400,22.68,24.2,20.36,24.0,1016,72,1.44,132,66,Rain,light rain,2017-07-17,16
345788,1500310800,-14400,23.19,24.67,21.24,24.07,1016,70,1.52,131,90,Rain,light rain,2017-07-17,17
345789,1500314400,-14400,23.73,25.3,21.09,25.0,1016,70,1.7,129,64,Rain,light rain,2017-07-17,18
345790,1500318000,-14400,24.08,25.67,20.12,26.0,1016,68,1.6,131,64,Clouds,broken clouds,2017-07-17,19
345791,1500321600,-14400,23.07,24.19,20.18,24.16,1015,69,1.84,124,64,Clouds,broken clouds,2017-07-17,20
345792,1500325200,-14400,23.2,24.27,21.24,24.17,1016,70,2.11,125,34,Clouds,scattered clouds,2017-07-17,21
345793,1500328800,-14400,22.58,22.89,20.05,23.4,1016,66,2.34,134,40,Clouds,scattered clouds,2017-07-17,22
345794,1500332400,-14400,22.56,23.7,20.44,23.0,1016,67,1.27,140,52,Clouds,broken clouds,2017-07-17,23
345795,1500336000,-14400,22.25,23.1,19.67,23.2,1016,64,1.15,101,58,Clouds,broken clouds,2017-07-18,00
345796,1500339600,-14400,21.58,22.53,20.05,22.6,1016,68,1.17,93,47,Clouds,scattered clouds,2017-07-18,01
345797,1500343200,-14400,21.04,22.21,19.2,22.0,1017,67,0.47,79,88,Clouds,overcast clouds,2017-07-18,02
345798,1500346800,-14400,20.44,21.83,19.0,21.8,1017,75,0.77,354,87,Clouds,overcast clouds,2017-07-18,03
345799,1500350400,-14400,20.01,21.27,19.0,21.0,1017,79,1.18,345,86,Clouds,overcast clouds,2017-07-18,04
345800,1500354000,-14400,19.63,20.71,17.93,20.8,1017,81,1.45,346,85,Clouds,overcast clouds,2017-07-18,05
345801,1500357600,-14400,19.67,20.14,17.93,21.0,1017,76,1.8,346,84,Clouds,broken clouds,2017-07-18,06
345802,1500361200,-14400,19.17,19.63,17.78,20.3,1017,79,1.88,341,20,Clouds,few clouds,2017-07-18,07
345803,1500364800,-14400,18.87,19.4,16.31,20.0,1017,78,1.53,334,3,Clear,sky is clear,2017-07-18,08
345804,1500368400,-14400,18.2,19.06,17.0,19.55,1017,84,1.31,327,77,Clouds,broken clouds,2017-07-18,09
345805,1500372000,-14400,18.17,18.37,17.0,19.72,1018,85,2.34,341,83,Clouds,broken clouds,2017-07-18,10
345806,1500375600,-14400,18.76,19.04,18.0,19.33,1019,81,2.13,338,84,Clouds,broken clouds,2017-07-18,11
345807,1500379200,-14400,19.8,20.47,18.39,21.0,1019,77,1.69,338,87,Clouds,overcast clouds,2017-07-18,12
345808,1500382800,-14400,21.42,22.23,18.76,22.9,1019,70,1.52,328,56,Clouds,broken clouds,2017-07-18,13
345809,1500386400,-14400,22.82,24.23,20.27,24.0,1019,66,0.89,319,47,Clouds,scattered clouds,2017-07-18,14
345810,1500390000,-14400,23.05,24.48,20.26,24.8,1019,66,0.99,216,59,Clouds,broken clouds,2017-07-18,15
345811,1500393600,-14400,23.37,24.17,20.33,25.0,1019,64,1.79,205,67,Clouds,broken clouds,2017-07-18,16
345812,1500397200,-14400,24.71,25.11,22.01,26.0,1019,56,1.91,206,67,Clouds,broken clouds,2017-07-18,17
345813,1500400800,-14400,24.84,25.11,22.11,26.0,1019,54,1.86,199,54,Clouds,broken clouds,2017-07-18,18
345814,1500404400,-14400,25.59,25.79,22.01,27.0,1018,52,2.02,190,27,Clouds,scattered clouds,2017-07-18,19
345815,1500408000,-14400,25.8,24.82,22.22,27.0,1018,43,2.4,184,0,Clear,sky is clear,2017-07-18,20
345816,1500411600,-14400,26.06,24.46,22.25,27.0,1017,39,2.76,181,0,Clear,sky is clear,2017-07-18,21
345817,1500415200,-14400,25.85,25.01,20.93,28.0,1017,44,2.38,177,0,Clear,sky is clear,2017-07-18,22
345818,1500418800,-14400,25.52,23.76,21.29,28.0,1017,38,2.64,178,0,Clear,sky is clear,2017-07-18,23
345819,1500422400,-14400,24.73,24.46,21.86,26.0,1017,54,2.59,172,0,Clear,sky is clear,2017-07-19,00
345820,1500426000,-14400,23.41,23.32,22.0,25.2,1017,60,2.53,176,0,Clear,sky is clear,2017-07-19,01
345821,1500429600,-14400,22.3,22.06,20.63,24.0,1017,63,2.6,190,1,Clear,sky is clear,2017-07-19,02
345822,1500433200,-14400,21.46,21.52,20.0,23.0,1018,69,2.5,211,17,Clouds,few clouds,2017-07-19,03
345823,1500436800,-14400,21.08,20.97,20.64,21.7,1018,71,2.79,216,47,Clouds,scattered clouds,2017-07-19,04
345824,1500440400,-14400,20.65,20.37,20.0,21.45,1017,73,3.04,226,10,Clear,sky is clear,2017-07-19,05
345825,1500444000,-14400,20.64,20.37,19.9,21.17,1017,74,3.14,240,2,Clear,sky is clear,2017-07-19,06
345826,1500447600,-14400,19.66,19.31,19.0,20.91,1017,77,3.08,249,0,Clear,sky is clear,2017-07-19,07
345827,1500451200,-14400,19.94,20.23,19.46,20.69,1016,82,2.85,248,0,Clear,sky is clear,2017-07-19,08
345828,1500454800,-14400,19.78,19.51,19.0,20.54,1016,77,3.02,245,0,Clear,sky is clear,2017-07-19,09
345829,1500458400,-14400,20.07,19.8,19.0,21.0,1017,75,2.95,251,4,Clear,sky is clear,2017-07-19,10
345830,1500462000,-14400,20.12,21.5,20.0,20.9,1017,88,2.06,250,90,Clouds,overcast clouds,2017-07-19,11
345831,1500465600,-14400,21.28,20.42,20.36,22.0,1017,66,3.37,246,9,Clear,sky is clear,2017-07-19,12
