,dt,timezone,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Date,Hour
364508,1567641600,-14400,17.7,15.83,15.56,19.2,1005,55,2.19,316,27,Clouds,scattered clouds,2019-09-05,00
364509,1567645200,-14400,16.57,15.09,14.44,18.73,1007,61,1.81,317,36,Clouds,scattered clouds,2019-09-05,01
364510,1567648800,-14400,15.74,13.97,12.52,18.2,1005,63,2.11,330,40,Clouds,scattered clouds,2019-09-05,02
364511,1567652400,-14400,14.81,12.53,11.67,17.73,1007,63,2.53,338,43,Clouds,scattered clouds,2019-09-05,03
364512,1567656000,-14400,14.06,11.85,11.11,16.0,1017,66,2.43,340,6,Clear,sky is clear,2019-09-05,04
364513,1567659600,-14400,13.19,11.2,9.77,15.03,1017,70,2.13,341,4,Clear,sky is clear,2019-09-05,05
364514,1567663200,-14400,12.64,10.6,9.44,15.0,1017,72,2.15,340,3,Clear,sky is clear,2019-09-05,06
364515,1567666800,-14400,12.35,10.35,8.89,15.0,1017,75,2.21,336,1,Clear,sky is clear,2019-09-05,07
364516,1567670400,-14400,11.67,9.55,8.89,14.01,1017,77,2.29,331,0,Clear,sky is clear,2019-09-05,08
364517,1567674000,-14400,11.19,9.05,8.33,13.72,1018,74,1.97,328,0,Clear,sky is clear,2019-09-05,09
364518,1567677600,-14400,10.84,8.64,7.78,13.5,1018,77,2.13,329,0,Clear,sky is clear,2019-09-05,10
364519,1567681200,-14400,10.91,8.68,7.22,13.28,1018,77,2.2,329,2,Clear,sky is clear,2019-09-05,11
364520,1567684800,-14400,12.44,10.56,9.44,15.58,1018,78,2.27,330,0,Clear,sky is clear,2019-09-05,12
364521,1567688400,-14400,15.07,13.85,12.22,16.2,1018,67,1.43,331,0,Clear,sky is clear,2019-09-05,13
364522,1567692000,-14400,17.84,17.12,16.33,19.44,1021,56,0.7,335,0,Clear,sky is clear,2019-09-05,14
364523,1567695600,-14400,18.66,18.56,16.77,20.56,1021,57,0.19,216,0,Clear,sky is clear,2019-09-05,15
364524,1567699200,-14400,19.42,18.99,17.16,21.11,1019,54,0.63,181,1,Clear,sky is clear,2019-09-05,16
364525,1567702800,-14400,20.41,19.36,18.48,22.78,1018,44,0.75,173,0,Clear,sky is clear,2019-09-05,17
364526,1567706400,-14400,20.67,20.32,18.83,22.22,1017,48,0.29,158,0,Clear,sky is clear,2019-09-05,18
364527,1567710000,-14400,20.88,19.51,19.11,22.78,1017,37,0.54,146,0,Clear,sky is clear,2019-09-05,19
364528,1567713600,-14400,21.12,20.32,18.66,23.33,1017,48,1.08,148,0,Clear,sky is clear,2019-09-05,20
364529,1567717200,-14400,20.99,19.52,18.95,22.78,1016,45,1.65,148,0,Clear,sky is clear,2019-09-05,21
364530,1567720800,-14400,20.35,18.0,18.88,21.67,1016,48,3.03,145,5,Clear,sky is clear,2019-09-05,22
364531,1567724400,-14400,19.85,17.85,18.33,20.56,1016,45,2.04,153,13,Clouds,few clouds,2019-09-05,23
364532,1567728000,-14400,18.06,16.41,16.47,19.44,1016,46,1.12,142,0,Clear,sky is clear,2019-09-06,00
364533,1567731600,-14400,17.3,15.83,15.56,19.31,1016,55,1.5,132,3,Clear,sky is clear,2019-09-06,01
364534,1567735200,-14400,17.38,15.84,14.44,20.6,1015,49,1.06,84,10,Clear,sky is clear,2019-09-06,02
364535,1567738800,-14400,16.61,15.14,13.33,18.46,1015,56,1.36,28,40,Clouds,scattered clouds,2019-09-06,03
364536,1567742400,-14400,16.16,13.65,13.45,18.55,1015,44,1.68,46,47,Clouds,scattered clouds,2019-09-06,04
364537,1567746000,-14400,15.67,14.01,13.33,17.88,1015,63,1.93,33,6,Clear,sky is clear,2019-09-06,05
364538,1567749600,-14400,14.64,13.09,11.97,17.4,1014,67,1.75,22,1,Clear,sky is clear,2019-09-06,06
364539,1567753200,-14400,14.18,12.76,11.84,17.0,1014,71,1.72,28,2,Clear,sky is clear,2019-09-06,07
364540,1567756800,-14400,13.55,11.68,10.8,16.45,1014,68,1.92,26,0,Clear,sky is clear,2019-09-06,08
364541,1567760400,-14400,13.28,11.44,10.64,16.28,1014,70,1.94,34,1,Clear,sky is clear,2019-09-06,09
364542,1567764000,-14400,13.0,11.54,11.11,17.06,1013,71,1.38,41,8,Clear,sky is clear,2019-09-06,10
364543,1567767600,-14400,13.07,11.6,11.11,17.12,1013,72,1.49,37,7,Clear,sky is clear,2019-09-06,11
364544,1567771200,-14400,14.14,12.53,11.67,17.77,1013,73,2.13,86,10,Clear,sky is clear,2019-09-06,12
364545,1567774800,-14400,16.62,15.57,13.89,19.14,1012,72,2.19,91,27,Clouds,scattered clouds,2019-09-06,13
364546,1567778400,-14400,19.07,17.86,17.78,20.56,1014,63,2.55,96,40,Clouds,scattered clouds,2019-09-06,14
364547,1567782000,-14400,19.77,18.63,18.33,21.11,1014,64,2.85,103,66,Clouds,broken clouds,2019-09-06,15
364548,1567785600,-14400,20.27,18.96,18.33,22.22,1013,60,2.87,101,73,Clouds,broken clouds,2019-09-06,16
364549,1567789200,-14400,19.16,17.56,17.78,20.56,1011,60,2.83,105,75,Clouds,broken clouds,2019-09-06,17
364550,1567792800,-14400,18.44,16.81,16.67,19.44,1012,67,3.3,111,99,Rain,light rain,2019-09-06,18
364551,1567796400,-14400,18.0,16.42,16.67,18.89,1010,73,3.63,110,100,Rain,moderate rain,2019-09-06,19
364552,1567800000,-14400,17.66,16.42,16.67,18.89,1010,77,3.38,106,95,Rain,light rain,2019-09-06,20
364553,1567803600,-14400,17.43,16.6,15.0,18.89,1010,75,2.49,93,100,Rain,light rain,2019-09-06,21
364554,1567807200,-14400,17.22,17.23,15.0,18.89,1012,76,1.29,51,97,Rain,light rain,2019-09-06,22
364555,1567810800,-14400,16.95,16.14,15.0,18.89,1011,68,1.62,342,71,Clouds,broken clouds,2019-09-06,23
364556,1567814400,-14400,16.23,15.0,14.44,18.88,1011,70,2.12,328,16,Clouds,few clouds,2019-09-07,00
364557,1567818000,-14400,15.46,13.83,12.78,17.75,1011,71,2.48,335,7,Clear,sky is clear,2019-09-07,01
364558,1567821600,-14400,14.97,13.42,12.78,17.04,1011,74,2.43,347,2,Clear,sky is clear,2019-09-07,02
364559,1567825200,-14400,14.62,13.05,12.22,16.67,1011,74,2.32,352,19,Clouds,few clouds,2019-09-07,03
364560,1567828800,-14400,14.16,12.66,11.67,16.44,1011,78,2.35,351,51,Clouds,broken clouds,2019-09-07,04
364561,1567832400,-14400,13.74,11.9,11.67,16.04,1011,76,2.53,342,44,Clouds,scattered clouds,2019-09-07,05
364562,1567836000,-14400,13.18,11.15,10.56,15.8,1011,78,2.75,332,95,Clouds,overcast clouds,2019-09-07,06
364563,1567839600,-14400,12.98,11.13,10.56,15.61,1010,80,2.56,325,54,Clouds,broken clouds,2019-09-07,07
364564,1567843200,-14400,12.68,10.79,10.0,15.35,1010,81,2.58,323,73,Clouds,broken clouds,2019-09-07,08
364565,1567846800,-14400,12.15,10.22,10.0,15.17,1010,85,2.71,317,68,Clouds,broken clouds,2019-09-07,09
364566,1567850400,-14400,12.46,10.65,10.0,15.0,1010,82,2.45,313,46,Clouds,scattered clouds,2019-09-07,10
364567,1567854000,-14400,12.95,11.01,10.56,15.0,1011,81,2.75,309,57,Clouds,broken clouds,2019-09-07,11
364568,1567857600,-14400,13.81,11.68,11.67,15.87,1011,74,2.82,313,56,Clouds,broken clouds,2019-09-07,12
364569,1567861200,-14400,14.89,12.98,13.33,16.67,1011,71,2.67,312,33,Clouds,scattered clouds,2019-09-07,13
364570,1567864800,-14400,16.61,14.5,15.0,18.33,1011,66,3.17,319,37,Clouds,scattered clouds,2019-09-07,14
364571,1567868400,-14400,18.26,15.9,16.11,20.0,1011,62,3.78,319,50,Clouds,scattered clouds,2019-09-07,15
364572,1567872000,-14400,18.63,16.03,16.67,20.56,1011,57,3.75,306,53,Rain,light rain,2019-09-07,16
364573,1567875600,-14400,19.59,17.52,18.33,21.11,1012,57,3.36,295,25,Rain,light rain,2019-09-07,17
364574,1567879200,-14400,20.13,17.85,18.89,21.67,1011,52,3.3,289,61,Rain,light rain,2019-09-07,18
364575,1567882800,-14400,21.05,18.37,19.44,22.78,1011,48,3.75,288,59,Clouds,broken clouds,2019-09-07,19
364576,1567886400,-14400,21.76,18.7,20.0,24.44,1010,46,4.29,293,34,Rain,light rain,2019-09-07,20
364577,1567890000,-14400,21.95,18.35,20.0,23.33,1010,46,5.13,299,34,Clouds,scattered clouds,2019-09-07,21
364578,1567893600,-14400,21.8,18.21,18.89,23.33,1010,39,4.21,308,37,Clouds,scattered clouds,2019-09-07,22
364579,1567897200,-14400,20.77,18.29,18.33,22.22,1011,46,3.13,308,79,Rain,light rain,2019-09-07,23
364580,1567900800,-14400,18.17,16.02,15.0,20.0,1012,62,3.44,307,75,Clouds,broken clouds,2019-09-08,00
364581,1567904400,-14400,17.24,14.72,14.44,19.63,1012,60,3.44,304,95,Clouds,overcast clouds,2019-09-08,01
364582,1567908000,-14400,16.65,14.04,13.89,19.15,1012,62,3.54,298,100,Clouds,overcast clouds,2019-09-08,02
364583,1567911600,-14400,15.95,13.16,12.78,18.71,1013,65,3.81,299,100,Clouds,overcast clouds,2019-09-08,03
364584,1567915200,-14400,15.09,12.48,12.22,18.25,1013,74,3.98,302,100,Clouds,overcast clouds,2019-09-08,04
364585,1567918800,-14400,14.55,12.04,11.67,17.73,1013,75,3.71,306,99,Clouds,overcast clouds,2019-09-08,05
364586,1567922400,-14400,13.71,11.28,11.67,15.94,1013,76,3.36,306,100,Clouds,overcast clouds,2019-09-08,06
364587,1567926000,-14400,13.35,11.03,11.11,15.58,1013,81,3.44,308,98,Clouds,overcast clouds,2019-09-08,07
364588,1567929600,-14400,12.74,10.3,10.56,15.03,1014,81,3.38,321,95,Clouds,overcast clouds,2019-09-08,08
364589,1567933200,-14400,12.46,9.8,10.0,14.75,1014,78,3.39,338,92,Clouds,overcast clouds,2019-09-08,09
364590,1567936800,-14400,12.49,10.18,11.11,14.76,1015,79,2.97,346,93,Clouds,overcast clouds,2019-09-08,10
364591,1567940400,-14400,12.21,10.12,10.0,14.56,1016,84,2.89,343,93,Clouds,overcast clouds,2019-09-08,11
364592,1567944000,-14400,12.92,10.91,10.56,15.18,1017,87,3.25,349,84,Clouds,broken clouds,2019-09-08,12
364593,1567947600,-14400,14.6,12.02,12.22,16.0,1017,74,3.75,349,61,Clouds,broken clouds,2019-09-08,13
364594,1567951200,-14400,16.05,13.42,14.44,17.22,1019,64,3.53,347,74,Clouds,broken clouds,2019-09-08,14
364595,1567954800,-14400,16.79,13.45,14.44,19.0,1019,48,3.38,352,98,Clouds,overcast clouds,2019-09-08,15
364596,1567958400,-14400,17.31,14.43,15.56,18.89,1019,49,2.96,337,100,Clouds,overcast clouds,2019-09-08,16
364597,1567962000,-14400,17.29,14.55,15.0,20.0,1019,52,3.02,331,100,Clouds,overcast clouds,2019-09-08,17
364598,1567965600,-14400,17.45,14.95,16.11,19.44,1019,57,3.2,328,100,Clouds,overcast clouds,2019-09-08,18
364599,1567969200,-14400,17.78,15.0,16.67,18.89,1018,52,3.23,333,100,Clouds,overcast clouds,2019-09-08,19
364600,1567972800,-14400,17.63,14.4,16.11,18.89,1019,47,3.36,342,100,Clouds,overcast clouds,2019-09-08,20
364601,1567976400,-14400,17.51,14.08,16.11,18.89,1019,43,3.24,343,99,Clouds,overcast clouds,2019-09-08,21
364602,1567980000,-14400,16.69,13.07,15.0,18.54,1019,45,3.48,344,98,Clouds,overcast clouds,2019-09-08,22
364603,1567983600,-14400,15.76,12.18,13.89,17.78,1020,50,3.61,352,96,Clouds,overcast clouds,2019-09-08,23
364604,1567987200,-14400,14.49,10.38,11.67,17.0,1020,48,3.89,0,98,Clouds,overcast clouds,2019-09-09,00
364605,1567990800,-14400,13.57,10.03,11.67,16.3,1021,60,3.73,5,100,Clouds,overcast clouds,2019-09-09,01
364606,1567994400,-14400,12.76,9.47,10.0,15.07,1021,63,3.35,5,33,Clouds,scattered clouds,2019-09-09,02
364607,1567998000,-14400,11.84,8.79,9.44,14.7,1022,64,2.82,3,17,Clouds,few clouds,2019-09-09,03
364608,1568001600,-14400,11.39,8.81,8.33,14.43,1022,68,2.28,6,17,Clouds,few clouds,2019-09-09,04
364609,1568005200,-14400,10.69,8.05,7.78,14.0,1022,69,2.24,23,28,Clouds,scattered clouds,2019-09-09,05
364610,1568008800,-14400,10.29,7.58,7.22,13.86,1022,68,2.17,38,36,Clouds,scattered clouds,2019-09-09,06
364611,1568012400,-14400,9.88,7.25,6.67,13.9,1023,68,1.94,39,61,Clouds,broken clouds,2019-09-09,07
364612,1568016000,-14400,9.68,6.27,6.67,13.82,1022,60,2.55,46,66,Clouds,broken clouds,2019-09-09,08
364613,1568019600,-14400,9.7,6.27,6.67,13.83,1022,64,2.81,49,29,Clouds,scattered clouds,2019-09-09,09
364614,1568023200,-14400,9.69,6.01,7.22,14.03,1023,64,3.17,47,67,Clouds,broken clouds,2019-09-09,10
364615,1568026800,-14400,10.03,6.26,7.22,13.92,1024,66,3.49,40,89,Clouds,overcast clouds,2019-09-09,11
364616,1568030400,-14400,10.59,6.87,7.78,14.05,1025,67,3.63,42,79,Clouds,broken clouds,2019-09-09,12
364617,1568034000,-14400,11.64,7.86,9.44,14.28,1025,63,3.75,54,59,Clouds,broken clouds,2019-09-09,13
364618,1568037600,-14400,13.33,10.0,12.78,14.52,1025,61,3.44,57,41,Clouds,scattered clouds,2019-09-09,14
364619,1568041200,-14400,15.01,12.04,13.89,16.11,1025,55,2.94,75,52,Clouds,broken clouds,2019-09-09,15
364620,1568044800,-14400,16.11,13.41,14.44,17.22,1027,51,2.54,91,89,Clouds,overcast clouds,2019-09-09,16
364621,1568048400,-14400,16.96,14.77,15.51,18.89,1025,50,1.96,106,100,Clouds,overcast clouds,2019-09-09,17
364622,1568052000,-14400,17.71,15.45,15.64,18.89,1025,47,1.99,120,99,Clouds,overcast clouds,2019-09-09,18
364623,1568055600,-14400,18.08,15.86,15.82,20.0,1024,48,2.14,125,100,Clouds,overcast clouds,2019-09-09,19
364624,1568059200,-14400,18.52,16.09,16.44,20.0,1024,44,2.17,122,100,Clouds,overcast clouds,2019-09-09,20
364625,1568062800,-14400,18.69,16.65,16.59,20.56,1024,47,1.97,121,98,Clouds,overcast clouds,2019-09-09,21
364626,1568066400,-14400,18.18,15.73,15.52,19.44,1024,46,2.3,137,86,Clouds,overcast clouds,2019-09-09,22
364627,1568070000,-14400,17.3,14.72,15.56,18.89,1024,47,2.33,139,93,Clouds,overcast clouds,2019-09-09,23
364628,1568073600,-14400,15.6,13.4,13.89,16.67,1024,61,2.52,123,39,Clouds,scattered clouds,2019-09-10,00
364629,1568077200,-14400,15.15,12.68,13.33,16.83,1024,62,2.84,117,94,Clouds,overcast clouds,2019-09-10,01
364630,1568080800,-14400,14.29,11.74,10.56,17.03,1024,57,2.3,121,100,Clouds,overcast clouds,2019-09-10,02
364631,1568084400,-14400,13.97,11.46,10.0,17.22,1024,58,2.22,121,100,Clouds,overcast clouds,2019-09-10,03
364632,1568088000,-14400,13.5,11.43,9.44,17.08,1024,64,1.9,129,100,Clouds,overcast clouds,2019-09-10,04
364633,1568091600,-14400,13.01,10.8,8.89,17.02,1024,63,1.88,133,100,Clouds,overcast clouds,2019-09-10,05
364634,1568095200,-14400,12.79,10.6,8.89,16.91,1024,68,2.14,131,83,Clouds,broken clouds,2019-09-10,06
364635,1568098800,-14400,12.01,9.99,8.33,16.0,1024,74,2.06,123,15,Clouds,few clouds,2019-09-10,07
364636,1568102400,-14400,11.51,9.49,8.33,15.0,1023,77,2.09,111,52,Clouds,broken clouds,2019-09-10,08
364637,1568106000,-14400,11.83,9.62,9.44,15.0,1023,76,2.41,107,100,Clouds,overcast clouds,2019-09-10,09
364638,1568109600,-14400,12.15,9.88,9.44,15.36,1022,76,2.6,102,100,Clouds,overcast clouds,2019-09-10,10
364639,1568113200,-14400,13.03,10.75,10.0,17.0,1023,72,2.62,104,100,Clouds,overcast clouds,2019-09-10,11
364640,1568116800,-14400,14.16,11.57,11.11,17.22,1023,63,2.77,108,100,Clouds,overcast clouds,2019-09-10,12
364641,1568120400,-14400,16.37,13.82,13.89,18.0,1022,66,3.71,115,98,Clouds,overcast clouds,2019-09-10,13
364642,1568124000,-14400,17.88,15.59,16.11,19.0,1022,67,4.01,124,86,Clouds,overcast clouds,2019-09-10,14
364643,1568127600,-14400,18.93,16.75,17.47,20.56,1023,62,3.78,138,62,Clouds,broken clouds,2019-09-10,15
364644,1568131200,-14400,19.76,18.16,17.99,21.67,1021,64,3.5,146,64,Clouds,broken clouds,2019-09-10,16
364645,1568134800,-14400,20.38,18.82,19.0,22.22,1020,61,3.38,159,99,Clouds,overcast clouds,2019-09-10,17
364646,1568138400,-14400,19.67,17.77,18.0,22.2,1019,64,3.89,176,100,Clouds,overcast clouds,2019-09-10,18
364647,1568142000,-14400,20.17,17.82,18.89,22.84,1018,63,4.64,166,100,Clouds,overcast clouds,2019-09-10,19
364648,1568145600,-14400,20.11,18.4,18.33,23.31,1017,66,4.04,171,100,Rain,light rain,2019-09-10,20
364649,1568149200,-14400,20.4,18.82,17.78,23.89,1017,68,4.21,200,100,Rain,light rain,2019-09-10,21
364650,1568152800,-14400,20.71,19.35,17.22,23.89,1016,69,4.16,200,100,Clouds,overcast clouds,2019-09-10,22
364651,1568156400,-14400,20.35,18.94,17.22,22.49,1018,69,4.05,217,98,Clouds,overcast clouds,2019-09-10,23
364652,1568160000,-14400,20.29,19.72,18.33,23.89,1017,75,3.5,227,98,Clouds,overcast clouds,2019-09-11,00
364653,1568163600,-14400,20.41,20.11,17.78,24.44,1015,76,3.28,226,99,Clouds,overcast clouds,2019-09-11,01
364654,1568167200,-14400,19.94,19.55,17.22,23.89,1015,80,3.61,226,80,Clouds,broken clouds,2019-09-11,02
364655,1568170800,-14400,20.63,19.63,18.33,23.0,1015,74,4.18,239,100,Clouds,overcast clouds,2019-09-11,03
364656,1568174400,-14400,21.06,19.7,19.44,23.33,1015,74,4.92,248,100,Rain,light rain,2019-09-11,04
364657,1568178000,-14400,20.52,19.62,19.44,21.69,1017,89,5.68,250,98,Rain,heavy intensity rain,2019-09-11,05
364658,1568181600,-14400,20.28,19.58,19.44,21.11,1015,90,5.35,251,91,Rain,light rain,2019-09-11,06
364659,1568185200,-14400,19.8,19.22,18.89,20.91,1015,91,5.0,259,48,Rain,light rain,2019-09-11,07
364660,1568188800,-14400,19.39,19.07,18.33,20.65,1015,91,4.38,272,61,Clouds,broken clouds,2019-09-11,08
364661,1568192400,-14400,19.2,19.44,18.33,20.49,1015,91,3.47,276,85,Clouds,overcast clouds,2019-09-11,09
364662,1568196000,-14400,18.73,19.96,17.5,20.49,1016,97,2.38,306,21,Clouds,few clouds,2019-09-11,10
364663,1568199600,-14400,18.5,19.04,17.22,20.27,1016,91,2.63,298,53,Clouds,broken clouds,2019-09-11,11
364664,1568203200,-14400,19.18,20.27,17.22,21.0,1017,92,2.34,286,69,Clouds,broken clouds,2019-09-11,12
364665,1568206800,-14400,20.76,22.65,18.89,22.22,1017,92,2.19,264,98,Clouds,overcast clouds,2019-09-11,13
364666,1568210400,-14400,22.75,24.49,20.96,24.44,1017,84,2.73,274,100,Clouds,overcast clouds,2019-09-11,14
364667,1568214000,-14400,23.95,25.63,21.32,26.11,1017,76,2.52,282,97,Clouds,overcast clouds,2019-09-11,15
364668,1568217600,-14400,25.22,26.71,22.0,28.33,1017,71,2.87,283,88,Clouds,overcast clouds,2019-09-11,16
364669,1568221200,-14400,26.1,27.8,22.89,28.89,1017,69,2.82,278,90,Clouds,overcast clouds,2019-09-11,17
364670,1568224800,-14400,26.87,27.78,24.0,28.89,1016,57,2.46,263,85,Clouds,overcast clouds,2019-09-11,18
364671,1568228400,-14400,27.23,28.21,23.58,30.56,1016,58,2.73,259,96,Clouds,overcast clouds,2019-09-11,19
364672,1568232000,-14400,27.58,29.14,23.52,31.11,1015,62,2.81,291,77,Clouds,broken clouds,2019-09-11,20
364673,1568235600,-14400,27.43,28.44,23.61,29.44,1015,59,2.98,339,83,Clouds,broken clouds,2019-09-11,21
364674,1568239200,-14400,26.22,27.5,23.0,28.89,1015,62,2.38,3,85,Clouds,overcast clouds,2019-09-11,22
364675,1568242800,-14400,25.17,25.04,21.89,27.78,1014,61,3.64,2,79,Clouds,broken clouds,2019-09-11,23
364676,1568246400,-14400,23.9,22.75,20.56,26.0,1016,58,4.02,8,100,Clouds,overcast clouds,2019-09-12,00
364677,1568250000,-14400,22.05,21.7,20.56,23.33,1015,68,3.27,12,100,Rain,light rain,2019-09-12,01
364678,1568253600,-14400,21.19,20.75,18.89,23.0,1016,71,3.31,14,100,Rain,light rain,2019-09-12,02
364679,1568257200,-14400,20.38,18.86,18.33,22.22,1016,68,4.11,11,100,Rain,light rain,2019-09-12,03
364680,1568260800,-14400,19.95,18.7,17.78,22.0,1017,71,3.86,19,100,Rain,moderate rain,2019-09-12,04
364681,1568264400,-14400,19.27,17.36,17.22,20.76,1017,65,3.85,43,100,Rain,moderate rain,2019-09-12,05
364682,1568268000,-14400,18.01,15.62,15.56,20.04,1017,69,4.4,56,100,Rain,moderate rain,2019-09-12,06
364683,1568271600,-14400,16.93,14.12,14.44,19.47,1017,73,4.93,56,100,Rain,light rain,2019-09-12,07
364684,1568275200,-14400,15.92,12.74,13.89,18.4,1018,74,5.13,52,100,Rain,light rain,2019-09-12,08
364685,1568278800,-14400,14.9,11.74,12.78,17.71,1018,78,5.02,50,100,Rain,light rain,2019-09-12,09
364686,1568282400,-14400,14.05,11.57,12.78,16.38,1019,82,4.01,34,100,Rain,light rain,2019-09-12,10
364687,1568286000,-14400,13.67,11.28,11.67,15.06,1020,82,3.73,54,100,Rain,light rain,2019-09-12,11
364688,1568289600,-14400,14.01,11.3,12.22,16.11,1021,79,4.1,45,100,Clouds,overcast clouds,2019-09-12,12
364689,1568293200,-14400,14.13,10.75,12.22,15.9,1021,72,4.57,43,100,Rain,light rain,2019-09-12,13
364690,1568296800,-14400,14.71,11.5,13.89,16.18,1022,70,4.39,48,98,Clouds,overcast clouds,2019-09-12,14
364691,1568300400,-14400,15.14,11.57,14.44,16.14,1022,67,4.81,50,98,Clouds,overcast clouds,2019-09-12,15
364692,1568304000,-14400,16.37,12.98,15.56,17.0,1024,59,4.3,57,98,Clouds,overcast clouds,2019-09-12,16
364693,1568307600,-14400,17.7,14.51,16.11,19.44,1022,53,3.89,63,94,Clouds,overcast clouds,2019-09-12,17
364694,1568311200,-14400,18.43,15.78,17.16,20.0,1022,57,3.75,71,100,Clouds,overcast clouds,2019-09-12,18
364695,1568314800,-14400,19.05,16.26,17.94,20.0,1022,53,3.76,75,100,Clouds,overcast clouds,2019-09-12,19
364696,1568318400,-14400,19.26,16.89,18.25,20.56,1022,55,3.45,84,100,Clouds,overcast clouds,2019-09-12,20
364697,1568322000,-14400,19.17,16.93,17.79,20.56,1023,56,3.34,96,97,Clouds,overcast clouds,2019-09-12,21
364698,1568325600,-14400,18.58,16.21,16.95,20.0,1023,57,3.41,125,85,Clouds,overcast clouds,2019-09-12,22
364699,1568329200,-14400,17.96,15.96,16.67,18.89,1022,59,2.86,123,79,Clouds,broken clouds,2019-09-12,23
364700,1568332800,-14400,16.75,14.88,15.0,17.82,1023,61,2.43,113,41,Clouds,scattered clouds,2019-09-13,00
364701,1568336400,-14400,16.08,14.01,13.89,18.01,1023,64,2.74,124,9,Clear,sky is clear,2019-09-13,01
364702,1568340000,-14400,16.35,14.33,15.0,18.2,1026,70,3.3,113,15,Clouds,few clouds,2019-09-13,02
364703,1568343600,-14400,16.57,14.18,13.29,18.29,1027,74,4.27,96,68,Clouds,broken clouds,2019-09-13,03
364704,1568347200,-14400,15.42,12.37,12.22,18.13,1024,73,4.66,90,99,Clouds,overcast clouds,2019-09-13,04
364705,1568350800,-14400,15.28,11.91,11.67,18.0,1024,68,4.65,89,58,Clouds,broken clouds,2019-09-13,05
364706,1568354400,-14400,15.46,10.94,12.22,18.0,1024,56,5.37,90,19,Clouds,few clouds,2019-09-13,06
364707,1568358000,-14400,14.94,10.22,11.11,18.0,1023,58,5.67,94,82,Clouds,broken clouds,2019-09-13,07
364708,1568361600,-14400,14.65,10.37,11.11,17.31,1023,66,5.57,99,54,Clouds,broken clouds,2019-09-13,08
364709,1568365200,-14400,14.89,10.6,12.22,17.15,1025,67,5.75,99,74,Clouds,broken clouds,2019-09-13,09
364710,1568368800,-14400,15.13,10.97,11.67,17.0,1022,70,5.89,98,99,Clouds,overcast clouds,2019-09-13,10
364711,1568372400,-14400,15.19,10.94,13.33,16.65,1022,73,6.28,101,100,Clouds,overcast clouds,2019-09-13,11
364712,1568376000,-14400,15.99,11.51,14.44,17.0,1022,67,6.41,103,100,Clouds,overcast clouds,2019-09-13,12
364713,1568379600,-14400,16.32,10.92,15.07,17.0,1022,59,7.15,108,100,Clouds,overcast clouds,2019-09-13,13
364714,1568383200,-14400,16.39,11.44,16.0,17.23,1021,66,7.15,109,100,Clouds,overcast clouds,2019-09-13,14
364715,1568386800,-14400,16.73,12.68,16.0,17.22,1021,74,6.7,107,100,Clouds,overcast clouds,2019-09-13,15
364716,1568390400,-14400,16.98,13.24,16.08,18.33,1020,72,6.18,106,100,Clouds,overcast clouds,2019-09-13,16
364717,1568394000,-14400,17.83,14.35,16.39,18.33,1020,71,6.07,105,100,Clouds,overcast clouds,2019-09-13,17
364718,1568397600,-14400,17.99,15.53,16.67,18.89,1019,82,5.76,104,100,Rain,light rain,2019-09-13,18
364719,1568401200,-14400,18.64,17.09,16.98,20.0,1018,83,4.89,106,99,Rain,light rain,2019-09-13,19
364720,1568404800,-14400,19.51,17.98,17.78,20.56,1017,77,4.69,113,100,Clouds,overcast clouds,2019-09-13,20
364721,1568408400,-14400,20.23,18.62,18.53,21.67,1016,76,5.06,125,100,Clouds,overcast clouds,2019-09-13,21
364722,1568412000,-14400,20.82,18.92,18.89,22.78,1016,75,5.68,125,100,Clouds,overcast clouds,2019-09-13,22
364723,1568415600,-14400,20.47,18.0,18.33,21.67,1015,71,5.85,137,98,Clouds,overcast clouds,2019-09-13,23
364724,1568419200,-14400,20.35,18.35,18.33,21.67,1014,73,5.35,148,100,Clouds,overcast clouds,2019-09-14,00
364725,1568422800,-14400,19.69,17.75,17.78,21.11,1014,74,5.04,164,100,Rain,light rain,2019-09-14,01
364726,1568426400,-14400,19.57,17.22,17.78,20.56,1014,74,5.56,182,100,Rain,moderate rain,2019-09-14,02
364727,1568430000,-14400,18.45,15.78,17.22,19.0,1014,88,6.88,190,98,Rain,moderate rain,2019-09-14,03
364728,1568433600,-14400,18.75,15.67,17.22,19.44,1013,87,7.53,196,99,Rain,moderate rain,2019-09-14,04
364729,1568437200,-14400,19.43,16.66,18.18,20.56,1013,86,7.37,203,100,Rain,light rain,2019-09-14,05
364730,1568440800,-14400,19.54,17.13,18.31,20.56,1014,83,6.6,207,100,Rain,light rain,2019-09-14,06
364731,1568444400,-14400,19.66,18.28,18.22,20.56,1013,84,5.3,216,96,Rain,light rain,2019-09-14,07
364732,1568448000,-14400,19.81,19.12,17.78,20.56,1013,83,4.29,232,62,Clouds,broken clouds,2019-09-14,08
364733,1568451600,-14400,19.41,18.72,17.78,20.56,1013,84,4.17,254,6,Clear,sky is clear,2019-09-14,09
364734,1568455200,-14400,18.07,15.92,16.11,19.44,1014,65,3.69,241,26,Clouds,scattered clouds,2019-09-14,10
364735,1568458800,-14400,17.04,14.53,15.0,18.33,1015,69,4.17,248,32,Clouds,scattered clouds,2019-09-14,11
