Date,Hour,Toronto,weekday
2014-03-01,2,5458,0
2014-03-01,3,5289,0
2014-03-01,4,5189,0
2014-03-01,5,5159,0
2014-03-01,6,5240,0
2014-03-01,7,5438,0
2014-03-01,8,5618,0
2014-03-01,9,5943,0
2014-03-01,10,6209,0
2014-03-01,11,6334,0
2014-03-01,12,6399,0
2014-03-01,13,6391,0
2014-03-01,14,6359,0
2014-03-01,15,6381,0
2014-03-01,16,6373,0
2014-03-01,17,6431,0
2014-03-01,18,6605,0
2014-03-01,19,6832,0
2014-03-01,20,6759,0
2014-03-01,21,6654,0
2014-03-01,22,6470,0
2014-03-01,23,6187,0
2014-03-01,24,5848,0
2014-03-02,1,5552,0
2014-03-02,2,5364,0
2014-03-02,3,5239,0
2014-03-02,4,5170,0
2014-03-02,5,5172,0
2014-03-02,6,5221,0
2014-03-02,7,5339,0
2014-03-02,8,5435,0
2014-03-02,9,5731,0
2014-03-02,10,6046,0
2014-03-02,11,6246,0
2014-03-02,12,6382,0
2014-03-02,13,6378,0
2014-03-02,14,6272,0
2014-03-02,15,6212,0
2014-03-02,16,6209,0
2014-03-02,17,6310,0
2014-03-02,18,6557,0
2014-03-02,19,7030,0
2014-03-02,20,7112,0
2014-03-02,21,6968,0
2014-03-02,22,6747,0
2014-03-02,23,6421,0
2014-03-02,24,6060,0
2014-03-03,1,5771,1
2014-03-03,2,5605,1
2014-03-03,3,5474,1
2014-03-03,4,5449,1
2014-03-03,5,5539,1
2014-03-03,6,5786,1
2014-03-03,7,6353,1
2014-03-03,8,6898,1
2014-03-03,9,7106,1
2014-03-03,10,7211,1
2014-03-03,11,7256,1
2014-03-03,12,7345,1
2014-03-03,13,7333,1
2014-03-03,14,7269,1
2014-03-03,15,7189,1
2014-03-03,16,7187,1
2014-03-03,17,7248,1
2014-03-03,18,7365,1
2014-03-03,19,7722,1
2014-03-03,20,7817,1
2014-03-03,21,7655,1
2014-03-03,22,7348,1
2014-03-03,23,6878,1
2014-03-03,24,6385,1
2014-03-04,1,6033,1
2014-03-04,2,5828,1
2014-03-04,3,5700,1
2014-03-04,4,5653,1
2014-03-04,5,5691,1
2014-03-04,6,5935,1
2014-03-04,7,6492,1
2014-03-04,8,7022,1
2014-03-04,9,7239,1
2014-03-04,10,7362,1
2014-03-04,11,7393,1
2014-03-04,12,7434,1
2014-03-04,13,7405,1
2014-03-04,14,7359,1
2014-03-04,15,7326,1
2014-03-04,16,7341,1
2014-03-04,17,7424,1
2014-03-04,18,7502,1
2014-03-04,19,7742,1
2014-03-04,20,7745,1
2014-03-04,21,7557,1
2014-03-04,22,7179,1
2014-03-04,23,6724,1
2014-03-04,24,6229,1
2014-03-05,1,5853,1
2014-03-05,2,5651,1
2014-03-05,3,5543,1
2014-03-05,4,5480,1
2014-03-05,5,5515,1
2014-03-05,6,5722,1
2014-03-05,7,6246,1
2014-03-05,8,6738,1
2014-03-05,9,6906,1
2014-03-05,10,6969,1
2014-03-05,11,7040,1
2014-03-05,12,7070,1
2014-03-05,13,7046,1
2014-03-05,14,7034,1
2014-03-05,15,6973,1
2014-03-05,16,6969,1
2014-03-05,17,7014,1
2014-03-05,18,7054,1
2014-03-05,19,7367,1
2014-03-05,20,7460,1
2014-03-05,21,7340,1
2014-03-05,22,7055,1
2014-03-05,23,6604,1
2014-03-05,24,6101,1
2014-03-06,1,5734,1
2014-03-06,2,5595,1
2014-03-06,3,5483,1
2014-03-06,4,5416,1
2014-03-06,5,5478,1
2014-03-06,6,5683,1
2014-03-06,7,6198,1
2014-03-06,8,6757,1
2014-03-06,9,6973,1
2014-03-06,10,7051,1
2014-03-06,11,7135,1
2014-03-06,12,7157,1
2014-03-06,13,7091,1
2014-03-06,14,7053,1
2014-03-06,15,6974,1
2014-03-06,16,6971,1
2014-03-06,17,6996,1
2014-03-06,18,7062,1
2014-03-06,19,7350,1
2014-03-06,20,7427,1
2014-03-06,21,7269,1
2014-03-06,22,6987,1
2014-03-06,23,6513,1
2014-03-06,24,6035,1
2014-03-07,1,5646,1
2014-03-07,2,5447,1
2014-03-07,3,5336,1
2014-03-07,4,5281,1
2014-03-07,5,5322,1
2014-03-07,6,5550,1
2014-03-07,7,6003,1
2014-03-07,8,6387,1
2014-03-07,9,6637,1
2014-03-07,10,6686,1
2014-03-07,11,6790,1
2014-03-07,12,6815,1
2014-03-07,13,6740,1
2014-03-07,14,6662,1
2014-03-07,15,6567,1
2014-03-07,16,6475,1
2014-03-07,17,6455,1
2014-03-07,18,6526,1
2014-03-07,19,6811,1
2014-03-07,20,6832,1
2014-03-07,21,6659,1
2014-03-07,22,6415,1
2014-03-07,23,6026,1
2014-03-07,24,5546,1
2014-03-08,1,5180,0
2014-03-08,2,4941,0
2014-03-08,3,4796,0
2014-03-08,4,4709,0
2014-03-08,5,4695,0
2014-03-08,6,4772,0
2014-03-08,7,4960,0
2014-03-08,8,5198,0
2014-03-08,9,5562,0
2014-03-08,10,5885,0
2014-03-08,11,6057,0
2014-03-08,12,6133,0
2014-03-08,13,6093,0
2014-03-08,14,6020,0
2014-03-08,15,5933,0
2014-03-08,16,5851,0
2014-03-08,17,5858,0
2014-03-08,18,5988,0
2014-03-08,19,6306,0
2014-03-08,20,6402,0
2014-03-08,21,6268,0
2014-03-08,22,6087,0
2014-03-08,23,5804,0
2014-03-08,24,5501,0
2014-03-09,1,5217,0
2014-03-09,2,5027,0
2014-03-09,3,4898,0
2014-03-09,4,4843,0
2014-03-09,5,4860,0
2014-03-09,6,4960,0
2014-03-09,7,5099,0
2014-03-09,8,5206,0
2014-03-09,9,5400,0
2014-03-09,10,5595,0
2014-03-09,11,5737,0
2014-03-09,12,5786,0
2014-03-09,13,5747,0
2014-03-09,14,5705,0
2014-03-09,15,5712,0
2014-03-09,16,5819,0
2014-03-09,17,5982,0
2014-03-09,18,6131,0
2014-03-09,19,6358,0
2014-03-09,20,6362,0
2014-03-09,21,6192,0
2014-03-09,22,5912,0
2014-03-09,23,5550,0
2014-03-09,24,5188,0
2014-03-10,1,4962,1
2014-03-10,2,4827,1
2014-03-10,3,4762,1
2014-03-10,4,4794,1
2014-03-10,5,5023,1
2014-03-10,6,5532,1
2014-03-10,7,6108,1
2014-03-10,8,6317,1
2014-03-10,9,6506,1
2014-03-10,10,6530,1
2014-03-10,11,6542,1
2014-03-10,12,6524,1
2014-03-10,13,6529,1
2014-03-10,14,6420,1
2014-03-10,15,6326,1
2014-03-10,16,6340,1
2014-03-10,17,6388,1
2014-03-10,18,6381,1
2014-03-10,19,6590,1
2014-03-10,20,6642,1
2014-03-10,21,6406,1
2014-03-10,22,6049,1
2014-03-10,23,5593,1
2014-03-10,24,5227,1
2014-03-11,1,4968,1
2014-03-11,2,4820,1
2014-03-11,3,4727,1
2014-03-11,4,4746,1
2014-03-11,5,4941,1
2014-03-11,6,5398,1
2014-03-11,7,5999,1
2014-03-11,8,6232,1
2014-03-11,9,6354,1
2014-03-11,10,6449,1
2014-03-11,11,6431,1
2014-03-11,12,6360,1
2014-03-11,13,6349,1
2014-03-11,14,6284,1
2014-03-11,15,6190,1
2014-03-11,16,6199,1
2014-03-11,17,6204,1
2014-03-11,18,6252,1
2014-03-11,19,6479,1
2014-03-11,20,6498,1
2014-03-11,21,6302,1
2014-03-11,22,5925,1
2014-03-11,23,5491,1
2014-03-11,24,5100,1
2014-03-12,1,4833,1
2014-03-12,2,4726,1
2014-03-12,3,4671,1
2014-03-12,4,4708,1
2014-03-12,5,4885,1
2014-03-12,6,5374,1
2014-03-12,7,6048,1
2014-03-12,8,6393,1
2014-03-12,9,6612,1
2014-03-12,10,6785,1
2014-03-12,11,6979,1
2014-03-12,12,7065,1
2014-03-12,13,7057,1
2014-03-12,14,6988,1
2014-03-12,15,6935,1
2014-03-12,16,6921,1
2014-03-12,17,6977,1
2014-03-12,18,7004,1
2014-03-12,19,7183,1
2014-03-12,20,7211,1
2014-03-12,21,6983,1
2014-03-12,22,6594,1
2014-03-12,23,6141,1
2014-03-12,24,5805,1
2014-03-13,1,5598,1
2014-03-13,2,5486,1
2014-03-13,3,5441,1
2014-03-13,4,5479,1
2014-03-13,5,5696,1
2014-03-13,6,6178,1
2014-03-13,7,6680,1
2014-03-13,8,6872,1
2014-03-13,9,6993,1
2014-03-13,10,7071,1
2014-03-13,11,7050,1
2014-03-13,12,7048,1
2014-03-13,13,7004,1
2014-03-13,14,6949,1
2014-03-13,15,6844,1
2014-03-13,16,6856,1
2014-03-13,17,6883,1
2014-03-13,18,6941,1
2014-03-13,19,7135,1
2014-03-13,20,7119,1
2014-03-13,21,6944,1
2014-03-13,22,6535,1
2014-03-13,23,6054,1
2014-03-13,24,5683,1
2014-03-14,1,5422,1
2014-03-14,2,5258,1
2014-03-14,3,5162,1
2014-03-14,4,5198,1
2014-03-14,5,5382,1
2014-03-14,6,5817,1
2014-03-14,7,6335,1
2014-03-14,8,6560,1
2014-03-14,9,6690,1
2014-03-14,10,6702,1
2014-03-14,11,6650,1
2014-03-14,12,6632,1
2014-03-14,13,6560,1
2014-03-14,14,6454,1
2014-03-14,15,6321,1
2014-03-14,16,6248,1
2014-03-14,17,6240,1
2014-03-14,18,6270,1
2014-03-14,19,6374,1
2014-03-14,20,6455,1
2014-03-14,21,6244,1
2014-03-14,22,5868,1
2014-03-14,23,5441,1
2014-03-14,24,5076,1
2014-03-15,1,4824,0
2014-03-15,2,4666,0
2014-03-15,3,4576,0
2014-03-15,4,4552,0
2014-03-15,5,4619,0
2014-03-15,6,4825,0
2014-03-15,7,5096,0
2014-03-15,8,5349,0
2014-03-15,9,5651,0
2014-03-15,10,5825,0
2014-03-15,11,5942,0
2014-03-15,12,5935,0
2014-03-15,13,5951,0
2014-03-15,14,5919,0
2014-03-15,15,5879,0
2014-03-15,16,5872,0
2014-03-15,17,5884,0
2014-03-15,18,5928,0
2014-03-15,19,6157,0
2014-03-15,20,6308,0
2014-03-15,21,6141,0
2014-03-15,22,5865,0
2014-03-15,23,5551,0
2014-03-15,24,5253,0
2014-03-16,1,5050,0
2014-03-16,2,4926,0
2014-03-16,3,4864,0
2014-03-16,4,4862,0
2014-03-16,5,4924,0
2014-03-16,6,5066,0
2014-03-16,7,5239,0
2014-03-16,8,5421,0
2014-03-16,9,5662,0
2014-03-16,10,5852,0
2014-03-16,11,5987,0
2014-03-16,12,6027,0
2014-03-16,13,5990,0
2014-03-16,14,5930,0
2014-03-16,15,5895,0
2014-03-16,16,5944,0
2014-03-16,17,6050,0
2014-03-16,18,6167,0
2014-03-16,19,6448,0
2014-03-16,20,6680,0
2014-03-16,21,6508,0
2014-03-16,22,6196,0
2014-03-16,23,5799,0
2014-03-16,24,5523,0
2014-03-17,1,5376,1
2014-03-17,2,5276,1
2014-03-17,3,5243,1
2014-03-17,4,5300,1
2014-03-17,5,5582,1
2014-03-17,6,6100,1
2014-03-17,7,6733,1
2014-03-17,8,6902,1
2014-03-17,9,6977,1
2014-03-17,10,7036,1
2014-03-17,11,7111,1
2014-03-17,12,7087,1
2014-03-17,13,7047,1
2014-03-17,14,6941,1
2014-03-17,15,6874,1
2014-03-17,16,6863,1
2014-03-17,17,6842,1
2014-03-17,18,6844,1
2014-03-17,19,7043,1
2014-03-17,20,7193,1
2014-03-17,21,6941,1
2014-03-17,22,6454,1
2014-03-17,23,5994,1
2014-03-17,24,5589,1
2014-03-18,1,5363,1
2014-03-18,2,5257,1
2014-03-18,3,5199,1
2014-03-18,4,5219,1
2014-03-18,5,5443,1
2014-03-18,6,5967,1
2014-03-18,7,6595,1
2014-03-18,8,6781,1
2014-03-18,9,6825,1
2014-03-18,10,6780,1
2014-03-18,11,6763,1
2014-03-18,12,6729,1
2014-03-18,13,6711,1
2014-03-18,14,6632,1
2014-03-18,15,6537,1
2014-03-18,16,6576,1
2014-03-18,17,6549,1
2014-03-18,18,6557,1
2014-03-18,19,6753,1
2014-03-18,20,6887,1
2014-03-18,21,6636,1
2014-03-18,22,6201,1
2014-03-18,23,5694,1
2014-03-18,24,5355,1
2014-03-19,1,5114,1
2014-03-19,2,4984,1
2014-03-19,3,4917,1
2014-03-19,4,4947,1
2014-03-19,5,5178,1
2014-03-19,6,5671,1
2014-03-19,7,6300,1
2014-03-19,8,6499,1
2014-03-19,9,6695,1
2014-03-19,10,6854,1
2014-03-19,11,6925,1
2014-03-19,12,6955,1
2014-03-19,13,6924,1
2014-03-19,14,6858,1
2014-03-19,15,6808,1
2014-03-19,16,6825,1
2014-03-19,17,6879,1
2014-03-19,18,6852,1
2014-03-19,19,6889,1
2014-03-19,20,6756,1
2014-03-19,21,6480,1
2014-03-19,22,6049,1
2014-03-19,23,5556,1
2014-03-19,24,5184,1
2014-03-20,1,4953,1
2014-03-20,2,4845,1
2014-03-20,3,4800,1
2014-03-20,4,4866,1
2014-03-20,5,5094,1
2014-03-20,6,5649,1
2014-03-20,7,6340,1
2014-03-20,8,6546,1
2014-03-20,9,6625,1
2014-03-20,10,6765,1
2014-03-20,11,6829,1
2014-03-20,12,6836,1
2014-03-20,13,6863,1
2014-03-20,14,6777,1
2014-03-20,15,6718,1
2014-03-20,16,6750,1
2014-03-20,17,6798,1
2014-03-20,18,6759,1
2014-03-20,19,6866,1
2014-03-20,20,6894,1
2014-03-20,21,6634,1
2014-03-20,22,6211,1
2014-03-20,23,5764,1
2014-03-20,24,5399,1
2014-03-21,1,5153,1
2014-03-21,2,5019,1
2014-03-21,3,4967,1
2014-03-21,4,5016,1
2014-03-21,5,5247,1
2014-03-21,6,5780,1
2014-03-21,7,6393,1
2014-03-21,8,6550,1
2014-03-21,9,6599,1
2014-03-21,10,6645,1
2014-03-21,11,6699,1
2014-03-21,12,6578,1
2014-03-21,13,6519,1
2014-03-21,14,6411,1
2014-03-21,15,6322,1
2014-03-21,16,6284,1
2014-03-21,17,6252,1
2014-03-21,18,6247,1
2014-03-21,19,6391,1
2014-03-21,20,6505,1
2014-03-21,21,6318,1
2014-03-21,22,5950,1
2014-03-21,23,5506,1
2014-03-21,24,5129,1
2014-03-22,1,4882,0
2014-03-22,2,4734,0
2014-03-22,3,4684,0
2014-03-22,4,4692,0
2014-03-22,5,4776,0
2014-03-22,6,4969,0
2014-03-22,7,5221,0
2014-03-22,8,5505,0
2014-03-22,9,5813,0
2014-03-22,10,5994,0
2014-03-22,11,6072,0
2014-03-22,12,6031,0
2014-03-22,13,5969,0
2014-03-22,14,5872,0
2014-03-22,15,5805,0
2014-03-22,16,5805,0
2014-03-22,17,5880,0
2014-03-22,18,5902,0
2014-03-22,19,6079,0
2014-03-22,20,6146,0
2014-03-22,21,5996,0
2014-03-22,22,5741,0
2014-03-22,23,5445,0
2014-03-22,24,5167,0
2014-03-23,1,4941,0
2014-03-23,2,4813,0
2014-03-23,3,4739,0
2014-03-23,4,4714,0
2014-03-23,5,4768,0
2014-03-23,6,4914,0
2014-03-23,7,5062,0
2014-03-23,8,5293,0
2014-03-23,9,5542,0
2014-03-23,10,5734,0
2014-03-23,11,5866,0
2014-03-23,12,5921,0
2014-03-23,13,5871,0
2014-03-23,14,5813,0
2014-03-23,15,5807,0
2014-03-23,16,5864,0
2014-03-23,17,5985,0
2014-03-23,18,6092,0
2014-03-23,19,6306,0
2014-03-23,20,6545,0
2014-03-23,21,6376,0
2014-03-23,22,6051,0
2014-03-23,23,5678,0
2014-03-23,24,5364,0
2014-03-24,1,5177,1
2014-03-24,2,5086,1
2014-03-24,3,5075,1
2014-03-24,4,5117,1
2014-03-24,5,5352,1
2014-03-24,6,5975,1
2014-03-24,7,6589,1
2014-03-24,8,6747,1
2014-03-24,9,6823,1
2014-03-24,10,6891,1
2014-03-24,11,6952,1
2014-03-24,12,6925,1
2014-03-24,13,6889,1
2014-03-24,14,6821,1
2014-03-24,15,6802,1
2014-03-24,16,6799,1
2014-03-24,17,6790,1
2014-03-24,18,6804,1
2014-03-24,19,6947,1
2014-03-24,20,7117,1
2014-03-24,21,6862,1
2014-03-24,22,6411,1
2014-03-24,23,5912,1
2014-03-24,24,5542,1
2014-03-25,1,5320,1
2014-03-25,2,5215,1
2014-03-25,3,5157,1
2014-03-25,4,5202,1
2014-03-25,5,5460,1
2014-03-25,6,6022,1
2014-03-25,7,6615,1
2014-03-25,8,6721,1
2014-03-25,9,6744,1
2014-03-25,10,6800,1
2014-03-25,11,6831,1
2014-03-25,12,6788,1
2014-03-25,13,6854,1
2014-03-25,14,6793,1
2014-03-25,15,6777,1
2014-03-25,16,6843,1
2014-03-25,17,6812,1
2014-03-25,18,6810,1
2014-03-25,19,6940,1
2014-03-25,20,7082,1
2014-03-25,21,6858,1
2014-03-25,22,6414,1
2014-03-25,23,5912,1
2014-03-25,24,5568,1
2014-03-26,1,5386,1
2014-03-26,2,5278,1
2014-03-26,3,5255,1
2014-03-26,4,5311,1
2014-03-26,5,5538,1
2014-03-26,6,6078,1
2014-03-26,7,6650,1
2014-03-26,8,6782,1
2014-03-26,9,6851,1
2014-03-26,10,6954,1
2014-03-26,11,6953,1
2014-03-26,12,6920,1
2014-03-26,13,6900,1
2014-03-26,14,6822,1
2014-03-26,15,6777,1
2014-03-26,16,6769,1
2014-03-26,17,6759,1
2014-03-26,18,6745,1
2014-03-26,19,6904,1
2014-03-26,20,7136,1
2014-03-26,21,6928,1
2014-03-26,22,6482,1
2014-03-26,23,5965,1
2014-03-26,24,5595,1
2014-03-27,1,5376,1
2014-03-27,2,5267,1
2014-03-27,3,5208,1
2014-03-27,4,5200,1
2014-03-27,5,5434,1
2014-03-27,6,5968,1
2014-03-27,7,6561,1
2014-03-27,8,6730,1
2014-03-27,9,6818,1
2014-03-27,10,6801,1
2014-03-27,11,6793,1
2014-03-27,12,6751,1
2014-03-27,13,6780,1
2014-03-27,14,6756,1
2014-03-27,15,6747,1
2014-03-27,16,6763,1
2014-03-27,17,6792,1
2014-03-27,18,6831,1
2014-03-27,19,6969,1
2014-03-27,20,6945,1
2014-03-27,21,6624,1
2014-03-27,22,6193,1
2014-03-27,23,5688,1
2014-03-27,24,5314,1
2014-03-28,1,5078,1
2014-03-28,2,4957,1
2014-03-28,3,4901,1
2014-03-28,4,4884,1
2014-03-28,5,5121,1
2014-03-28,6,5615,1
2014-03-28,7,6296,1
2014-03-28,8,6462,1
2014-03-28,9,6584,1
2014-03-28,10,6693,1
2014-03-28,11,6675,1
2014-03-28,12,6691,1
2014-03-28,13,6655,1
2014-03-28,14,6583,1
2014-03-28,15,6552,1
2014-03-28,16,6446,1
2014-03-28,17,6353,1
2014-03-28,18,6385,1
2014-03-28,19,6512,1
2014-03-28,20,6574,1
2014-03-28,21,6334,1
2014-03-28,22,5924,1
2014-03-28,23,5463,1
2014-03-28,24,5087,1
2014-03-29,1,4807,0
2014-03-29,2,4615,0
2014-03-29,3,4532,0
2014-03-29,4,4516,0
2014-03-29,5,4591,0
2014-03-29,6,4797,0
2014-03-29,7,5049,0
2014-03-29,8,5384,0
2014-03-29,9,5714,0
2014-03-29,10,5956,0
2014-03-29,11,6097,0
2014-03-29,12,6110,0
2014-03-29,13,6035,0
2014-03-29,14,5936,0
2014-03-29,15,5881,0
2014-03-29,16,5896,0
2014-03-29,17,5929,0
2014-03-29,18,5934,0
2014-03-29,19,6022,0
2014-03-29,20,6003,0
2014-03-29,21,5809,0
2014-03-29,22,5603,0
2014-03-29,23,5251,0
2014-03-29,24,4944,0
2014-03-30,1,4710,0
2014-03-30,2,4562,0
2014-03-30,3,4488,0
2014-03-30,4,4484,0
2014-03-30,5,4529,0
2014-03-30,6,4668,0
2014-03-30,7,4800,0
2014-03-30,8,5074,0
2014-03-30,9,5274,0
2014-03-30,10,5431,0
2014-03-30,11,5539,0
2014-03-30,12,5558,0
2014-03-30,13,5488,0
2014-03-30,14,5420,0
2014-03-30,15,5384,0
2014-03-30,16,5418,0
2014-03-30,17,5509,0
2014-03-30,18,5550,0
2014-03-30,19,5694,0
2014-03-30,20,5996,0
2014-03-30,21,5874,0
2014-03-30,22,5566,0
2014-03-30,23,5171,0
2014-03-30,24,4839,0
2014-03-31,1,4681,1
2014-03-31,2,4601,1
2014-03-31,3,4581,1
2014-03-31,4,4623,1
2014-03-31,5,4855,1
2014-03-31,6,5471,1
2014-03-31,7,6058,1
2014-03-31,8,6198,1
2014-03-31,9,6259,1
2014-03-31,10,6342,1
2014-03-31,11,6363,1
2014-03-31,12,6341,1
2014-03-31,13,6272,1
2014-03-31,14,6228,1
2014-03-31,15,6190,1
2014-03-31,16,6181,1
2014-03-31,17,6166,1
2014-03-31,18,6110,1
2014-03-31,19,6206,1
2014-03-31,20,6427,1
2014-03-31,21,6223,1
2014-03-31,22,5785,1
2014-03-31,23,5315,1
2014-03-31,24,4957,1
2014-04-01,1,4733,1
2014-04-01,2,4563,1
2014-04-01,3,4537,1
2014-04-01,4,4610,1
2014-04-01,5,4866,1
2014-04-01,6,5409,1
2014-04-01,7,5988,1
2014-04-01,8,6203,1
2014-04-01,9,6307,1
2014-04-01,10,6394,1
2014-04-01,11,6463,1
2014-04-01,12,6483,1
2014-04-01,13,6418,1
2014-04-01,14,6363,1
2014-04-01,15,6330,1
2014-04-01,16,6320,1
2014-04-01,17,6296,1
2014-04-01,18,6250,1
2014-04-01,19,6326,1
2014-04-01,20,6536,1
2014-04-01,21,6307,1
2014-04-01,22,5843,1
2014-04-01,23,5364,1
2014-04-01,24,5014,1
2014-04-02,1,4815,1
2014-04-02,2,4699,1
2014-04-02,3,4676,1
2014-04-02,4,4689,1
2014-04-02,5,4949,1
2014-04-02,6,5523,1
2014-04-02,7,6078,1
2014-04-02,8,6269,1
2014-04-02,9,6358,1
2014-04-02,10,6410,1
2014-04-02,11,6425,1
2014-04-02,12,6359,1
2014-04-02,13,6365,1
2014-04-02,14,6297,1
2014-04-02,15,6259,1
2014-04-02,16,6257,1
2014-04-02,17,6231,1
2014-04-02,18,6158,1
2014-04-02,19,6251,1
2014-04-02,20,6512,1
2014-04-02,21,6327,1
2014-04-02,22,5890,1
2014-04-02,23,5432,1
2014-04-02,24,5014,1
2014-04-03,1,4808,1
2014-04-03,2,4726,1
2014-04-03,3,4683,1
2014-04-03,4,4727,1
2014-04-03,5,4991,1
2014-04-03,6,5566,1
2014-04-03,7,6089,1
2014-04-03,8,6257,1
2014-04-03,9,6351,1
2014-04-03,10,6406,1
2014-04-03,11,6418,1
2014-04-03,12,6423,1
2014-04-03,13,6412,1
2014-04-03,14,6391,1
2014-04-03,15,6409,1
2014-04-03,16,6442,1
2014-04-03,17,6458,1
2014-04-03,18,6365,1
2014-04-03,19,6518,1
2014-04-03,20,6647,1
2014-04-03,21,6431,1
2014-04-03,22,5962,1
2014-04-03,23,5476,1
2014-04-03,24,5046,1
2014-04-04,1,4867,1
2014-04-04,2,4746,1
2014-04-04,3,4693,1
2014-04-04,4,4733,1
2014-04-04,5,4950,1
2014-04-04,6,5506,1
2014-04-04,7,6147,1
2014-04-04,8,6399,1
2014-04-04,9,6563,1
2014-04-04,10,6696,1
2014-04-04,11,6730,1
2014-04-04,12,6766,1
2014-04-04,13,6756,1
2014-04-04,14,6760,1
2014-04-04,15,6735,1
2014-04-04,16,6722,1
2014-04-04,17,6662,1
2014-04-04,18,6570,1
2014-04-04,19,6460,1
2014-04-04,20,6518,1
2014-04-04,21,6196,1
2014-04-04,22,5834,1
2014-04-04,23,5420,1
2014-04-04,24,5010,1
2014-04-05,1,4735,0
2014-04-05,2,4613,0
2014-04-05,3,4565,0
2014-04-05,4,4535,0
2014-04-05,5,4629,0
2014-04-05,6,4843,0
2014-04-05,7,5096,0
2014-04-05,8,5431,0
2014-04-05,9,5774,0
2014-04-05,10,5972,0
2014-04-05,11,6058,0
2014-04-05,12,6014,0
2014-04-05,13,5903,0
2014-04-05,14,5759,0
2014-04-05,15,5660,0
2014-04-05,16,5636,0
2014-04-05,17,5654,0
2014-04-05,18,5657,0
2014-04-05,19,5722,0
2014-04-05,20,5989,0
2014-04-05,21,5867,0
2014-04-05,22,5577,0
2014-04-05,23,5253,0
2014-04-05,24,4941,0
2014-04-06,1,4696,0
2014-04-06,2,4546,0
2014-04-06,3,4482,0
2014-04-06,4,4470,0
2014-04-06,5,4518,0
2014-04-06,6,4633,0
2014-04-06,7,4728,0
2014-04-06,8,4957,0
2014-04-06,9,5195,0
2014-04-06,10,5338,0
2014-04-06,11,5427,0
2014-04-06,12,5426,0
2014-04-06,13,5370,0
2014-04-06,14,5276,0
2014-04-06,15,5238,0
2014-04-06,16,5279,0
2014-04-06,17,5370,0
2014-04-06,18,5427,0
2014-04-06,19,5568,0
2014-04-06,20,5851,0
2014-04-06,21,5708,0
2014-04-06,22,5400,0
2014-04-06,23,5003,0
2014-04-06,24,4683,0
2014-04-07,1,4495,1
2014-04-07,2,4417,1
2014-04-07,3,4392,1
2014-04-07,4,4451,1
2014-04-07,5,4740,1
2014-04-07,6,5322,1
2014-04-07,7,5892,1
2014-04-07,8,6092,1
2014-04-07,9,6186,1
2014-04-07,10,6278,1
2014-04-07,11,6373,1
2014-04-07,12,6373,1
2014-04-07,13,6381,1
2014-04-07,14,6370,1
2014-04-07,15,6325,1
2014-04-07,16,6349,1
2014-04-07,17,6389,1
2014-04-07,18,6475,1
2014-04-07,19,6625,1
2014-04-07,20,6657,1
2014-04-07,21,6400,1
2014-04-07,22,5913,1
2014-04-07,23,5435,1
2014-04-07,24,5056,1
2014-04-08,1,4843,1
2014-04-08,2,4705,1
2014-04-08,3,4651,1
2014-04-08,4,4696,1
2014-04-08,5,4950,1
2014-04-08,6,5534,1
2014-04-08,7,6086,1
2014-04-08,8,6350,1
2014-04-08,9,6438,1
2014-04-08,10,6517,1
2014-04-08,11,6524,1
2014-04-08,12,6443,1
2014-04-08,13,6388,1
2014-04-08,14,6286,1
2014-04-08,15,6208,1
2014-04-08,16,6181,1
2014-04-08,17,6128,1
2014-04-08,18,6036,1
2014-04-08,19,6046,1
2014-04-08,20,6305,1
2014-04-08,21,6140,1
2014-04-08,22,5709,1
2014-04-08,23,5221,1
2014-04-08,24,4852,1
2014-04-09,1,4632,1
2014-04-09,2,4570,1
2014-04-09,3,4518,1
2014-04-09,4,4595,1
2014-04-09,5,4845,1
2014-04-09,6,5405,1
2014-04-09,7,5932,1
2014-04-09,8,6150,1
2014-04-09,9,6181,1
2014-04-09,10,6228,1
2014-04-09,11,6266,1
2014-04-09,12,6239,1
2014-04-09,13,6222,1
2014-04-09,14,6155,1
2014-04-09,15,6100,1
2014-04-09,16,6119,1
2014-04-09,17,6086,1
2014-04-09,18,6030,1
2014-04-09,19,6052,1
2014-04-09,20,6327,1
2014-04-09,21,6152,1
2014-04-09,22,5717,1
2014-04-09,23,5230,1
2014-04-09,24,4860,1
2014-04-10,1,4652,1
2014-04-10,2,4531,1
2014-04-10,3,4443,1
2014-04-10,4,4485,1
2014-04-10,5,4762,1
2014-04-10,6,5288,1
2014-04-10,7,5806,1
2014-04-10,8,6036,1
2014-04-10,9,6117,1
2014-04-10,10,6205,1
2014-04-10,11,6222,1
2014-04-10,12,6208,1
2014-04-10,13,6187,1
2014-04-10,14,6096,1
2014-04-10,15,6067,1
2014-04-10,16,6115,1
2014-04-10,17,6234,1
2014-04-10,18,6224,1
2014-04-10,19,6256,1
2014-04-10,20,6307,1
2014-04-10,21,6010,1
2014-04-10,22,5592,1
2014-04-10,23,5099,1
2014-04-10,24,4735,1
2014-04-11,1,4527,1
2014-04-11,2,4403,1
2014-04-11,3,4356,1
2014-04-11,4,4401,1
2014-04-11,5,4632,1
2014-04-11,6,5180,1
2014-04-11,7,5717,1
2014-04-11,8,5926,1
2014-04-11,9,6020,1
2014-04-11,10,6115,1
2014-04-11,11,6133,1
2014-04-11,12,6079,1
2014-04-11,13,6059,1
2014-04-11,14,5966,1
2014-04-11,15,5855,1
