Date,Hour,Toronto,weekday
2006-11-24,17,6429,1
2006-11-24,18,6789,1
2006-11-24,19,6756,1
2006-11-24,20,6574,1
2006-11-24,21,6386,1
2006-11-24,22,6131,1
2006-11-24,23,5741,1
2006-11-24,24,5251,1
2006-11-25,1,4871,0
2006-11-25,2,4646,0
2006-11-25,3,4489,0
2006-11-25,4,4418,0
2006-11-25,5,4393,0
2006-11-25,6,4430,0
2006-11-25,7,4624,0
2006-11-25,8,4882,0
2006-11-25,9,5199,0
2006-11-25,10,5488,0
2006-11-25,11,5627,0
2006-11-25,12,5653,0
2006-11-25,13,5589,0
2006-11-25,14,5502,0
2006-11-25,15,5419,0
2006-11-25,16,5401,0
2006-11-25,17,5602,0
2006-11-25,18,6012,0
2006-11-25,19,5973,0
2006-11-25,20,5805,0
2006-11-25,21,5626,0
2006-11-25,22,5463,0
2006-11-25,23,5208,0
2006-11-25,24,4863,0
2006-11-26,1,4576,0
2006-11-26,2,4352,0
2006-11-26,3,4188,0
2006-11-26,4,4112,0
2006-11-26,5,4083,0
2006-11-26,6,4094,0
2006-11-26,7,4201,0
2006-11-26,8,4379,0
2006-11-26,9,4608,0
2006-11-26,10,4942,0
2006-11-26,11,5189,0
2006-11-26,12,5291,0
2006-11-26,13,5321,0
2006-11-26,14,5297,0
2006-11-26,15,5270,0
2006-11-26,16,5318,0
2006-11-26,17,5591,0
2006-11-26,18,6006,0
2006-11-26,19,5991,0
2006-11-26,20,5864,0
2006-11-26,21,5719,0
2006-11-26,22,5539,0
2006-11-26,23,5244,0
2006-11-26,24,4876,0
2006-11-27,1,4564,1
2006-11-27,2,4385,1
2006-11-27,3,4275,1
2006-11-27,4,4235,1
2006-11-27,5,4271,1
2006-11-27,6,4513,1
2006-11-27,7,5066,1
2006-11-27,8,5794,1
2006-11-27,9,6075,1
2006-11-27,10,6238,1
2006-11-27,11,6342,1
2006-11-27,12,6397,1
2006-11-27,13,6380,1
2006-11-27,14,6441,1
2006-11-27,15,6433,1
2006-11-27,16,6480,1
2006-11-27,17,6721,1
2006-11-27,18,6945,1
2006-11-27,19,6863,1
2006-11-27,20,6755,1
2006-11-27,21,6558,1
2006-11-27,22,6247,1
2006-11-27,23,5784,1
2006-11-27,24,5254,1
2006-11-28,1,4805,1
2006-11-28,2,4621,1
2006-11-28,3,4504,1
2006-11-28,4,4458,1
2006-11-28,5,4475,1
2006-11-28,6,4691,1
2006-11-28,7,5274,1
2006-11-28,8,6029,1
2006-11-28,9,6375,1
2006-11-28,10,6481,1
2006-11-28,11,6614,1
2006-11-28,12,6668,1
2006-11-28,13,6637,1
2006-11-28,14,6622,1
2006-11-28,15,6589,1
2006-11-28,16,6634,1
2006-11-28,17,6853,1
2006-11-28,18,7147,1
2006-11-28,19,7032,1
2006-11-28,20,6842,1
2006-11-28,21,6682,1
2006-11-28,22,6368,1
2006-11-28,23,5911,1
2006-11-28,24,5392,1
2006-11-29,1,4974,1
2006-11-29,2,4741,1
2006-11-29,3,4624,1
2006-11-29,4,4568,1
2006-11-29,5,4662,1
2006-11-29,6,4898,1
2006-11-29,7,5487,1
2006-11-29,8,6211,1
2006-11-29,9,6470,1
2006-11-29,10,6556,1
2006-11-29,11,6628,1
2006-11-29,12,6661,1
2006-11-29,13,6674,1
2006-11-29,14,6673,1
2006-11-29,15,6720,1
2006-11-29,16,6746,1
2006-11-29,17,7021,1
2006-11-29,18,7280,1
2006-11-29,19,7146,1
2006-11-29,20,6829,1
2006-11-29,21,6603,1
2006-11-29,22,6283,1
2006-11-29,23,5817,1
2006-11-29,24,5267,1
2006-11-30,1,4855,1
2006-11-30,2,4644,1
2006-11-30,3,4493,1
2006-11-30,4,4427,1
2006-11-30,5,4464,1
2006-11-30,6,4645,1
2006-11-30,7,5198,1
2006-11-30,8,5973,1
2006-11-30,9,6244,1
2006-11-30,10,6411,1
2006-11-30,11,6560,1
2006-11-30,12,6661,1
2006-11-30,13,6631,1
2006-11-30,14,6644,1
2006-11-30,15,6640,1
2006-11-30,16,6696,1
2006-11-30,17,6907,1
2006-11-30,18,7108,1
2006-11-30,19,7073,1
2006-11-30,20,6863,1
2006-11-30,21,6642,1
2006-11-30,22,6354,1
2006-11-30,23,5896,1
2006-11-30,24,5395,1
2006-12-01,1,5004,1
2006-12-01,2,4806,1
2006-12-01,3,4695,1
2006-12-01,4,4645,1
2006-12-01,5,4670,1
2006-12-01,6,4864,1
2006-12-01,7,5413,1
2006-12-01,8,6133,1
2006-12-01,9,6533,1
2006-12-01,10,6743,1
2006-12-01,11,6963,1
2006-12-01,12,7071,1
2006-12-01,13,6989,1
2006-12-01,14,6969,1
2006-12-01,15,6796,1
2006-12-01,16,6762,1
2006-12-01,17,6940,1
2006-12-01,18,7117,1
2006-12-01,19,7047,1
2006-12-01,20,6841,1
2006-12-01,21,6647,1
2006-12-01,22,6401,1
2006-12-01,23,6028,1
2006-12-01,24,5548,1
2006-12-02,1,5161,0
2006-12-02,2,4915,0
2006-12-02,3,4761,0
2006-12-02,4,4634,0
2006-12-02,5,4633,0
2006-12-02,6,4681,0
2006-12-02,7,4821,0
2006-12-02,8,5108,0
2006-12-02,9,5426,0
2006-12-02,10,5731,0
2006-12-02,11,5924,0
2006-12-02,12,6014,0
2006-12-02,13,5990,0
2006-12-02,14,5957,0
2006-12-02,15,5895,0
2006-12-02,16,5858,0
2006-12-02,17,6010,0
2006-12-02,18,6407,0
2006-12-02,19,6381,0
2006-12-02,20,6204,0
2006-12-02,21,6045,0
2006-12-02,22,5870,0
2006-12-02,23,5600,0
2006-12-02,24,5227,0
2006-12-03,1,4886,0
2006-12-03,2,4666,0
2006-12-03,3,4509,0
2006-12-03,4,4422,0
2006-12-03,5,4391,0
2006-12-03,6,4433,0
2006-12-03,7,4537,0
2006-12-03,8,4686,0
2006-12-03,9,4940,0
2006-12-03,10,5285,0
2006-12-03,11,5523,0
2006-12-03,12,5683,0
2006-12-03,13,5800,0
2006-12-03,14,5817,0
2006-12-03,15,5814,0
2006-12-03,16,5865,0
2006-12-03,17,6123,0
2006-12-03,18,6572,0
2006-12-03,19,6607,0
2006-12-03,20,6480,0
2006-12-03,21,6345,0
2006-12-03,22,6125,0
2006-12-03,23,5788,0
2006-12-03,24,5405,0
2006-12-04,1,5094,1
2006-12-04,2,4897,1
2006-12-04,3,4777,1
2006-12-04,4,4745,1
2006-12-04,5,4788,1
2006-12-04,6,5041,1
2006-12-04,7,5615,1
2006-12-04,8,6334,1
2006-12-04,9,6558,1
2006-12-04,10,6698,1
2006-12-04,11,6793,1
2006-12-04,12,6827,1
2006-12-04,13,6800,1
2006-12-04,14,6779,1
2006-12-04,15,6820,1
2006-12-04,16,6862,1
2006-12-04,17,7075,1
2006-12-04,18,7534,1
2006-12-04,19,7544,1
2006-12-04,20,7368,1
2006-12-04,21,7208,1
2006-12-04,22,6943,1
2006-12-04,23,6434,1
2006-12-04,24,5871,1
2006-12-05,1,5430,1
2006-12-05,2,5209,1
2006-12-05,3,5056,1
2006-12-05,4,5005,1
2006-12-05,5,5032,1
2006-12-05,6,5268,1
2006-12-05,7,5828,1
2006-12-05,8,6521,1
2006-12-05,9,6669,1
2006-12-05,10,6789,1
2006-12-05,11,6886,1
2006-12-05,12,6895,1
2006-12-05,13,6854,1
2006-12-05,14,6882,1
2006-12-05,15,6815,1
2006-12-05,16,6830,1
2006-12-05,17,7083,1
2006-12-05,18,7593,1
2006-12-05,19,7570,1
2006-12-05,20,7361,1
2006-12-05,21,7198,1
2006-12-05,22,6898,1
2006-12-05,23,6397,1
2006-12-05,24,5817,1
2006-12-06,1,5391,1
2006-12-06,2,5133,1
2006-12-06,3,5026,1
2006-12-06,4,4947,1
2006-12-06,5,4962,1
2006-12-06,6,5191,1
2006-12-06,7,5716,1
2006-12-06,8,6422,1
2006-12-06,9,6716,1
2006-12-06,10,6873,1
2006-12-06,11,6975,1
2006-12-06,12,7043,1
2006-12-06,13,7003,1
2006-12-06,14,7022,1
2006-12-06,15,6996,1
2006-12-06,16,7056,1
2006-12-06,17,7322,1
2006-12-06,18,7587,1
2006-12-06,19,7506,1
2006-12-06,20,7297,1
2006-12-06,21,7118,1
2006-12-06,22,6824,1
2006-12-06,23,6323,1
2006-12-06,24,5759,1
2006-12-07,1,5356,1
2006-12-07,2,5095,1
2006-12-07,3,4961,1
2006-12-07,4,4893,1
2006-12-07,5,4945,1
2006-12-07,6,5193,1
2006-12-07,7,5783,1
2006-12-07,8,6525,1
2006-12-07,9,6796,1
2006-12-07,10,6958,1
2006-12-07,11,7024,1
2006-12-07,12,7089,1
2006-12-07,13,6996,1
2006-12-07,14,7002,1
2006-12-07,15,7002,1
2006-12-07,16,7033,1
2006-12-07,17,7275,1
2006-12-07,18,7772,1
2006-12-07,19,7760,1
2006-12-07,20,7617,1
2006-12-07,21,7434,1
2006-12-07,22,7149,1
2006-12-07,23,6711,1
2006-12-07,24,6140,1
2006-12-08,1,5711,1
2006-12-08,2,5432,1
2006-12-08,3,5330,1
2006-12-08,4,5293,1
2006-12-08,5,5306,1
2006-12-08,6,5518,1
2006-12-08,7,6050,1
2006-12-08,8,6708,1
2006-12-08,9,6921,1
2006-12-08,10,7032,1
2006-12-08,11,7102,1
2006-12-08,12,7113,1
2006-12-08,13,7064,1
2006-12-08,14,7071,1
2006-12-08,15,7026,1
2006-12-08,16,7029,1
2006-12-08,17,7124,1
2006-12-08,18,7558,1
2006-12-08,19,7526,1
2006-12-08,20,7315,1
2006-12-08,21,7129,1
2006-12-08,22,6875,1
2006-12-08,23,6451,1
2006-12-08,24,5916,1
2006-12-09,1,5469,0
2006-12-09,2,5226,0
2006-12-09,3,5023,0
2006-12-09,4,4902,0
2006-12-09,5,4924,0
2006-12-09,6,4930,0
2006-12-09,7,5117,0
2006-12-09,8,5409,0
2006-12-09,9,5698,0
2006-12-09,10,5959,0
2006-12-09,11,6086,0
2006-12-09,12,6141,0
2006-12-09,13,6081,0
2006-12-09,14,5977,0
2006-12-09,15,5878,0
2006-12-09,16,5889,0
2006-12-09,17,6161,0
2006-12-09,18,6637,0
2006-12-09,19,6575,0
2006-12-09,20,6419,0
2006-12-09,21,6246,0
2006-12-09,22,6030,0
2006-12-09,23,5734,0
2006-12-09,24,5357,0
2006-12-10,1,5017,0
2006-12-10,2,4748,0
2006-12-10,3,4576,0
2006-12-10,4,4501,0
2006-12-10,5,4506,0
2006-12-10,6,4556,0
2006-12-10,7,4676,0
2006-12-10,8,4850,0
2006-12-10,9,5067,0
2006-12-10,10,5334,0
2006-12-10,11,5519,0
2006-12-10,12,5624,0
2006-12-10,13,5621,0
2006-12-10,14,5573,0
2006-12-10,15,5509,0
2006-12-10,16,5522,0
2006-12-10,17,5779,0
2006-12-10,18,6402,0
2006-12-10,19,6480,0
2006-12-10,20,6357,0
2006-12-10,21,6214,0
2006-12-10,22,6003,0
2006-12-10,23,5654,0
2006-12-10,24,5248,0
2006-12-11,1,4935,1
2006-12-11,2,4752,1
2006-12-11,3,4648,1
2006-12-11,4,4602,1
2006-12-11,5,4643,1
2006-12-11,6,4860,1
2006-12-11,7,5455,1
2006-12-11,8,6224,1
2006-12-11,9,6563,1
2006-12-11,10,6723,1
2006-12-11,11,6815,1
2006-12-11,12,6836,1
2006-12-11,13,6800,1
2006-12-11,14,6803,1
2006-12-11,15,6775,1
2006-12-11,16,6818,1
2006-12-11,17,7109,1
2006-12-11,18,7409,1
2006-12-11,19,7388,1
2006-12-11,20,7200,1
2006-12-11,21,7020,1
2006-12-11,22,6718,1
2006-12-11,23,6196,1
2006-12-11,24,5615,1
2006-12-12,1,5196,1
2006-12-12,2,4948,1
2006-12-12,3,4795,1
2006-12-12,4,4743,1
2006-12-12,5,4752,1
2006-12-12,6,4978,1
2006-12-12,7,5542,1
2006-12-12,8,6306,1
2006-12-12,9,6570,1
2006-12-12,10,6681,1
2006-12-12,11,6792,1
2006-12-12,12,6823,1
2006-12-12,13,6714,1
2006-12-12,14,6721,1
2006-12-12,15,6721,1
2006-12-12,16,6753,1
2006-12-12,17,7024,1
2006-12-12,18,7391,1
2006-12-12,19,7302,1
2006-12-12,20,7102,1
2006-12-12,21,6899,1
2006-12-12,22,6608,1
2006-12-12,23,6116,1
2006-12-12,24,5526,1
2006-12-13,1,5095,1
2006-12-13,2,4861,1
2006-12-13,3,4732,1
2006-12-13,4,4624,1
2006-12-13,5,4611,1
2006-12-13,6,4828,1
2006-12-13,7,5388,1
2006-12-13,8,6131,1
2006-12-13,9,6427,1
2006-12-13,10,6518,1
2006-12-13,11,6607,1
2006-12-13,12,6690,1
2006-12-13,13,6647,1
2006-12-13,14,6591,1
2006-12-13,15,6561,1
2006-12-13,16,6652,1
2006-12-13,17,6972,1
2006-12-13,18,7259,1
2006-12-13,19,7218,1
2006-12-13,20,6989,1
2006-12-13,21,6850,1
2006-12-13,22,6619,1
2006-12-13,23,6122,1
2006-12-13,24,5527,1
2006-12-14,1,5128,1
2006-12-14,2,4887,1
2006-12-14,3,4740,1
2006-12-14,4,4684,1
2006-12-14,5,4696,1
2006-12-14,6,4926,1
2006-12-14,7,5466,1
2006-12-14,8,6181,1
2006-12-14,9,6355,1
2006-12-14,10,6438,1
2006-12-14,11,6583,1
2006-12-14,12,6622,1
2006-12-14,13,6607,1
2006-12-14,14,6635,1
2006-12-14,15,6583,1
2006-12-14,16,6583,1
2006-12-14,17,6803,1
2006-12-14,18,7197,1
2006-12-14,19,7137,1
2006-12-14,20,6977,1
2006-12-14,21,6804,1
2006-12-14,22,6498,1
2006-12-14,23,6048,1
2006-12-14,24,5459,1
2006-12-15,1,5048,1
2006-12-15,2,4778,1
2006-12-15,3,4620,1
2006-12-15,4,4569,1
2006-12-15,5,4585,1
2006-12-15,6,4821,1
2006-12-15,7,5338,1
2006-12-15,8,6049,1
2006-12-15,9,6294,1
2006-12-15,10,6393,1
2006-12-15,11,6465,1
2006-12-15,12,6495,1
2006-12-15,13,6492,1
2006-12-15,14,6531,1
2006-12-15,15,6534,1
2006-12-15,16,6567,1
2006-12-15,17,6748,1
2006-12-15,18,7025,1
2006-12-15,19,6975,1
2006-12-15,20,6792,1
2006-12-15,21,6566,1
2006-12-15,22,6370,1
2006-12-15,23,5970,1
2006-12-15,24,5452,1
2006-12-16,1,5019,0
2006-12-16,2,4769,0
2006-12-16,3,4602,0
2006-12-16,4,4490,0
2006-12-16,5,4471,0
2006-12-16,6,4508,0
2006-12-16,7,4676,0
2006-12-16,8,4965,0
2006-12-16,9,5270,0
2006-12-16,10,5563,0
2006-12-16,11,5730,0
2006-12-16,12,5775,0
2006-12-16,13,5721,0
2006-12-16,14,5602,0
2006-12-16,15,5539,0
2006-12-16,16,5533,0
2006-12-16,17,5806,0
2006-12-16,18,6278,0
2006-12-16,19,6275,0
2006-12-16,20,6103,0
2006-12-16,21,5957,0
2006-12-16,22,5778,0
2006-12-16,23,5508,0
2006-12-16,24,5141,0
2006-12-17,1,4780,0
2006-12-17,2,4530,0
2006-12-17,3,4328,0
2006-12-17,4,4219,0
2006-12-17,5,4180,0
2006-12-17,6,4204,0
2006-12-17,7,4300,0
2006-12-17,8,4472,0
2006-12-17,9,4715,0
2006-12-17,10,5030,0
2006-12-17,11,5259,0
2006-12-17,12,5413,0
2006-12-17,13,5429,0
2006-12-17,14,5315,0
2006-12-17,15,5252,0
2006-12-17,16,5258,0
2006-12-17,17,5569,0
2006-12-17,18,6118,0
2006-12-17,19,6163,0
2006-12-17,20,6075,0
2006-12-17,21,5954,0
2006-12-17,22,5762,0
2006-12-17,23,5471,0
2006-12-17,24,5067,0
2006-12-18,1,4710,1
2006-12-18,2,4489,1
2006-12-18,3,4385,1
2006-12-18,4,4350,1
2006-12-18,5,4397,1
2006-12-18,6,4626,1
2006-12-18,7,5178,1
2006-12-18,8,5973,1
2006-12-18,9,6312,1
2006-12-18,10,6414,1
2006-12-18,11,6475,1
2006-12-18,12,6533,1
2006-12-18,13,6555,1
2006-12-18,14,6578,1
2006-12-18,15,6606,1
2006-12-18,16,6681,1
2006-12-18,17,7009,1
2006-12-18,18,7333,1
2006-12-18,19,7278,1
2006-12-18,20,7116,1
2006-12-18,21,6938,1
2006-12-18,22,6665,1
2006-12-18,23,6176,1
2006-12-18,24,5531,1
2006-12-19,1,5110,1
2006-12-19,2,4878,1
2006-12-19,3,4719,1
2006-12-19,4,4660,1
2006-12-19,5,4666,1
2006-12-19,6,4910,1
2006-12-19,7,5446,1
2006-12-19,8,6222,1
2006-12-19,9,6501,1
2006-12-19,10,6589,1
2006-12-19,11,6639,1
2006-12-19,12,6627,1
2006-12-19,13,6625,1
2006-12-19,14,6645,1
2006-12-19,15,6660,1
2006-12-19,16,6675,1
2006-12-19,17,6886,1
2006-12-19,18,7313,1
2006-12-19,19,7289,1
2006-12-19,20,7073,1
2006-12-19,21,6941,1
2006-12-19,22,6701,1
2006-12-19,23,6271,1
2006-12-19,24,5679,1
2006-12-20,1,5240,1
2006-12-20,2,4954,1
2006-12-20,3,4827,1
2006-12-20,4,4809,1
2006-12-20,5,4838,1
2006-12-20,6,5044,1
2006-12-20,7,5592,1
2006-12-20,8,6313,1
2006-12-20,9,6524,1
2006-12-20,10,6583,1
2006-12-20,11,6632,1
2006-12-20,12,6680,1
2006-12-20,13,6617,1
2006-12-20,14,6586,1
2006-12-20,15,6569,1
2006-12-20,16,6610,1
2006-12-20,17,6795,1
2006-12-20,18,7266,1
2006-12-20,19,7242,1
2006-12-20,20,7048,1
2006-12-20,21,6898,1
2006-12-20,22,6624,1
2006-12-20,23,6178,1
2006-12-20,24,5581,1
2006-12-21,1,5139,1
2006-12-21,2,4890,1
2006-12-21,3,4715,1
2006-12-21,4,4627,1
2006-12-21,5,4642,1
2006-12-21,6,4877,1
2006-12-21,7,5400,1
2006-12-21,8,6137,1
2006-12-21,9,6341,1
2006-12-21,10,6437,1
2006-12-21,11,6507,1
2006-12-21,12,6524,1
2006-12-21,13,6481,1
2006-12-21,14,6470,1
2006-12-21,15,6456,1
2006-12-21,16,6482,1
2006-12-21,17,6692,1
2006-12-21,18,7090,1
2006-12-21,19,7082,1
2006-12-21,20,6941,1
2006-12-21,21,6746,1
2006-12-21,22,6523,1
2006-12-21,23,6093,1
2006-12-21,24,5506,1
2006-12-22,1,5090,1
2006-12-22,2,4829,1
2006-12-22,3,4661,1
2006-12-22,4,4593,1
2006-12-22,5,4600,1
2006-12-22,6,4784,1
2006-12-22,7,5248,1
2006-12-22,8,5950,1
2006-12-22,9,6289,1
2006-12-22,10,6474,1
2006-12-22,11,6579,1
2006-12-22,12,6600,1
2006-12-22,13,6517,1
2006-12-22,14,6416,1
2006-12-22,15,6363,1
2006-12-22,16,6371,1
2006-12-22,17,6573,1
2006-12-22,18,6845,1
2006-12-22,19,6798,1
2006-12-22,20,6604,1
2006-12-22,21,6384,1
2006-12-22,22,6133,1
2006-12-22,23,5733,1
2006-12-22,24,5225,1
2006-12-23,1,4821,0
2006-12-23,2,4527,0
2006-12-23,3,4317,0
2006-12-23,4,4229,0
2006-12-23,5,4200,0
2006-12-23,6,4229,0
2006-12-23,7,4401,0
2006-12-23,8,4653,0
2006-12-23,9,4925,0
2006-12-23,10,5273,0
2006-12-23,11,5458,0
2006-12-23,12,5543,0
2006-12-23,13,5659,0
2006-12-23,14,5640,0
2006-12-23,15,5551,0
2006-12-23,16,5531,0
2006-12-23,17,5726,0
2006-12-23,18,6094,0
2006-12-23,19,6112,0
2006-12-23,20,5955,0
2006-12-23,21,5827,0
2006-12-23,22,5655,0
2006-12-23,23,5380,0
2006-12-23,24,5023,0
2006-12-24,1,4659,0
2006-12-24,2,4404,0
2006-12-24,3,4223,0
2006-12-24,4,4103,0
2006-12-24,5,4056,0
2006-12-24,6,4080,0
2006-12-24,7,4181,0
2006-12-24,8,4350,0
2006-12-24,9,4544,0
2006-12-24,10,4806,0
2006-12-24,11,4970,0
2006-12-24,12,5076,0
2006-12-24,13,5092,0
2006-12-24,14,5064,0
2006-12-24,15,5007,0
2006-12-24,16,4982,0
2006-12-24,17,5166,0
2006-12-24,18,5657,0
2006-12-24,19,5637,0
2006-12-24,20,5446,0
2006-12-24,21,5302,0
2006-12-24,22,5193,0
2006-12-24,23,5035,0
2006-12-24,24,4792,0
2006-12-25,1,4517,1
2006-12-25,2,4291,1
2006-12-25,3,4128,1
2006-12-25,4,4024,1
2006-12-25,5,3992,1
2006-12-25,6,4014,1
2006-12-25,7,4124,1
2006-12-25,8,4292,1
2006-12-25,9,4447,1
2006-12-25,10,4686,1
2006-12-25,11,4905,1
2006-12-25,12,5047,1
2006-12-25,13,5080,1
2006-12-25,14,5051,1
2006-12-25,15,4977,1
2006-12-25,16,4957,1
2006-12-25,17,5115,1
2006-12-25,18,5374,1
2006-12-25,19,5300,1
2006-12-25,20,5192,1
2006-12-25,21,5108,1
2006-12-25,22,5022,1
2006-12-25,23,4881,1
2006-12-25,24,4617,1
2006-12-26,1,4343,1
2006-12-26,2,4139,1
2006-12-26,3,3988,1
2006-12-26,4,3938,1
2006-12-26,5,3923,1
2006-12-26,6,3993,1
2006-12-26,7,4185,1
2006-12-26,8,4368,1
2006-12-26,9,4497,1
2006-12-26,10,4727,1
2006-12-26,11,4915,1
2006-12-26,12,5001,1
2006-12-26,13,5056,1
2006-12-26,14,5064,1
2006-12-26,15,5038,1
2006-12-26,16,5060,1
2006-12-26,17,5293,1
2006-12-26,18,5746,1
2006-12-26,19,5793,1
2006-12-26,20,5709,1
2006-12-26,21,5608,1
2006-12-26,22,5435,1
2006-12-26,23,5192,1
2006-12-26,24,4839,1
2006-12-27,1,4531,1
2006-12-27,2,4315,1
2006-12-27,3,4164,1
2006-12-27,4,4092,1
2006-12-27,5,4105,1
2006-12-27,6,4279,1
2006-12-27,7,4647,1
2006-12-27,8,5116,1
2006-12-27,9,5467,1
2006-12-27,10,5763,1
2006-12-27,11,5995,1
2006-12-27,12,6124,1
2006-12-27,13,6134,1
2006-12-27,14,6112,1
2006-12-27,15,6081,1
2006-12-27,16,6073,1
2006-12-27,17,6178,1
2006-12-27,18,6520,1
2006-12-27,19,6504,1
2006-12-27,20,6348,1
2006-12-27,21,6155,1
2006-12-27,22,5931,1
2006-12-27,23,5590,1
2006-12-27,24,5139,1
2006-12-28,1,4749,1
2006-12-28,2,4504,1
2006-12-28,3,4354,1
2006-12-28,4,4279,1
2006-12-28,5,4284,1
2006-12-28,6,4437,1
2006-12-28,7,4765,1
2006-12-28,8,5213,1
2006-12-28,9,5467,1
2006-12-28,10,5718,1
2006-12-28,11,5874,1
2006-12-28,12,5941,1
2006-12-28,13,5932,1
2006-12-28,14,5917,1
2006-12-28,15,5919,1
2006-12-28,16,5944,1
2006-12-28,17,6140,1
2006-12-28,18,6495,1
2006-12-28,19,6457,1
2006-12-28,20,6257,1
2006-12-28,21,6096,1
2006-12-28,22,5876,1
2006-12-28,23,5552,1
2006-12-28,24,5143,1
2006-12-29,1,4765,1
2006-12-29,2,4543,1
2006-12-29,3,4392,1
2006-12-29,4,4318,1
2006-12-29,5,4329,1
2006-12-29,6,4478,1
2006-12-29,7,4806,1
2006-12-29,8,5248,1
2006-12-29,9,5502,1
2006-12-29,10,5757,1
2006-12-29,11,5959,1
2006-12-29,12,6068,1
2006-12-29,13,6096,1
2006-12-29,14,6049,1
2006-12-29,15,6007,1
2006-12-29,16,6003,1
2006-12-29,17,6164,1
2006-12-29,18,6578,1
2006-12-29,19,6568,1
2006-12-29,20,6404,1
2006-12-29,21,6206,1
2006-12-29,22,5988,1
2006-12-29,23,5642,1
2006-12-29,24,5246,1
2006-12-30,1,4903,0
2006-12-30,2,4660,0
2006-12-30,3,4509,0
2006-12-30,4,4430,0
2006-12-30,5,4388,0
2006-12-30,6,4426,0
2006-12-30,7,4579,0
2006-12-30,8,4778,0
2006-12-30,9,5064,0
2006-12-30,10,5332,0
2006-12-30,11,5526,0
2006-12-30,12,5624,0
2006-12-30,13,5558,0
2006-12-30,14,5519,0
2006-12-30,15,5468,0
2006-12-30,16,5425,0
2006-12-30,17,5549,0
2006-12-30,18,6051,0
2006-12-30,19,6118,0
2006-12-30,20,5985,0
2006-12-30,21,5866,0
2006-12-30,22,5692,0
2006-12-30,23,5464,0
2006-12-30,24,5137,0
2006-12-31,1,4816,0
2006-12-31,2,4586,0
2006-12-31,3,4406,0
2006-12-31,4,4315,0
2006-12-31,5,4265,0
2006-12-31,6,4303,0
2006-12-31,7,4373,0
2006-12-31,8,4509,0
2006-12-31,9,4662,0
2006-12-31,10,4909,0
2006-12-31,11,5111,0
2006-12-31,12,5210,0
2006-12-31,13,5266,0
2006-12-31,14,5260,0
2006-12-31,15,5305,0
2006-12-31,16,5379,0
2006-12-31,17,5650,0
2006-12-31,18,6062,0
2006-12-31,19,5994,0
2006-12-31,20,5778,0
2006-12-31,21,5577,0
2006-12-31,22,5358,0
2006-12-31,23,5176,0
2006-12-31,24,4981,0
2007-01-01,1,4732,1
2007-01-01,2,4495,1
2007-01-01,3,4271,1
2007-01-01,4,4137,1
2007-01-01,5,4044,1
2007-01-01,6,4027,1
2007-01-01,7,4094,1
2007-01-01,8,4164,1
2007-01-01,9,4174,1
2007-01-01,10,4336,1
2007-01-01,11,4520,1
2007-01-01,12,4696,1
2007-01-01,13,4815,1
2007-01-01,14,4882,1
2007-01-01,15,4952,1
2007-01-01,16,5031,1
2007-01-01,17,5318,1
2007-01-01,18,5677,1
2007-01-01,19,5685,1
2007-01-01,20,5606,1
2007-01-01,21,5512,1
2007-01-01,22,5389,1
2007-01-01,23,5132,1
2007-01-01,24,4832,1
2007-01-02,1,4585,1
2007-01-02,2,4402,1
2007-01-02,3,4298,1
2007-01-02,4,4257,1
2007-01-02,5,4284,1
2007-01-02,6,4509,1
2007-01-02,7,4987,1
2007-01-02,8,5592,1
2007-01-02,9,5876,1
2007-01-02,10,6097,1
2007-01-02,11,6283,1
2007-01-02,12,6417,1
2007-01-02,13,6417,1
2007-01-02,14,6425,1
2007-01-02,15,6369,1
2007-01-02,16,6362,1
2007-01-02,17,6489,1
2007-01-02,18,6926,1
2007-01-02,19,6982,1
2007-01-02,20,6804,1
2007-01-02,21,6593,1
2007-01-02,22,6345,1
2007-01-02,23,5972,1
2007-01-02,24,5483,1
2007-01-03,1,5103,1
2007-01-03,2,4867,1
2007-01-03,3,4707,1
2007-01-03,4,4663,1
2007-01-03,5,4666,1
2007-01-03,6,4801,1
2007-01-03,7,5249,1
2007-01-03,8,5837,1
2007-01-03,9,6091,1
2007-01-03,10,6289,1
2007-01-03,11,6402,1
2007-01-03,12,6515,1
2007-01-03,13,6520,1
2007-01-03,14,6479,1
2007-01-03,15,6436,1
2007-01-03,16,6412,1
2007-01-03,17,6532,1
2007-01-03,18,6958,1
2007-01-03,19,7022,1
2007-01-03,20,6850,1
2007-01-03,21,6619,1
2007-01-03,22,6347,1
2007-01-03,23,5956,1
2007-01-03,24,5454,1
2007-01-04,1,5063,1
2007-01-04,2,4820,1
2007-01-04,3,4647,1
2007-01-04,4,4584,1
2007-01-04,5,4601,1
2007-01-04,6,4801,1
2007-01-04,7,5255,1
2007-01-04,8,5812,1
2007-01-04,9,6094,1
2007-01-04,10,6297,1
2007-01-04,11,6422,1
2007-01-04,12,6449,1
2007-01-04,13,6449,1
2007-01-04,14,6404,1
2007-01-04,15,6368,1
2007-01-04,16,6385,1
2007-01-04,17,6556,1
2007-01-04,18,6978,1
2007-01-04,19,6898,1
2007-01-04,20,6732,1
2007-01-04,21,6533,1
2007-01-04,22,6241,1
2007-01-04,23,5848,1
2007-01-04,24,5359,1
2007-01-05,1,4986,1
2007-01-05,2,4712,1
2007-01-05,3,4549,1
2007-01-05,4,4529,1
2007-01-05,5,4512,1
2007-01-05,6,4646,1
