Date,Hour,Toronto,weekday,Toronto_Previous_Day
2003-05-01,1,4422,1,4422
2003-05-01,2,4340,1,4340
2003-05-01,3,4281,1,4281
2003-05-01,4,4281,1,4281
2003-05-01,5,4469,1,4469
2003-05-01,6,4951,1,4951
2003-05-01,7,5692,1,5692
2003-05-01,8,6105,1,6105
2003-05-01,9,6244,1,6244
2003-05-01,10,6323,1,6323
2003-05-01,11,6402,1,6402
2003-05-01,12,6426,1,6426
2003-05-01,13,6447,1,6447
2003-05-01,14,6398,1,6398
2003-05-01,15,6358,1,6358
2003-05-01,16,6349,1,6349
2003-05-01,17,6288,1,6288
2003-05-01,18,6152,1,6152
2003-05-01,19,6049,1,6049
2003-05-01,20,6148,1,6148
2003-05-01,21,6038,1,6038
2003-05-01,22,5592,1,5592
2003-05-01,23,5041,1,5041
2003-05-01,24,4643,1,
2003-05-02,1,4428,1,4422
2003-05-02,2,4293,1,4340
2003-05-02,3,4225,1,4281
2003-05-02,4,4223,1,4281
2003-05-02,5,4403,1,4469
2003-05-02,6,4876,1,4951
2003-05-02,7,5545,1,5692
2003-05-02,8,5921,1,6105
2003-05-02,9,6112,1,6244
2003-05-02,10,6258,1,6323
2003-05-02,11,6318,1,6402
2003-05-02,12,6294,1,6426
2003-05-02,13,6266,1,6447
2003-05-02,14,6191,1,6398
2003-05-02,15,6105,1,6358
2003-05-02,16,6029,1,6349
2003-05-02,17,5936,1,6288
2003-05-02,18,5787,1,6152
2003-05-02,19,5698,1,6049
2003-05-02,20,5794,1,6148
2003-05-02,21,5801,1,6038
2003-05-02,22,5772,1,5592
2003-05-02,23,5673,1,5041
2003-05-02,24,4899,1,4643
2003-05-03,1,4606,0,4428
2003-05-03,2,4146,0,4293
2003-05-03,3,4063,0,4225
2003-05-03,4,4036,0,4223
2003-05-03,5,4093,0,4403
2003-05-03,6,4168,0,4876
2003-05-03,7,4479,0,5545
2003-05-03,8,4843,0,5921
2003-05-03,9,5164,0,6112
2003-05-03,10,5361,0,6258
2003-05-03,11,5435,0,6318
2003-05-03,12,5400,0,6294
2003-05-03,13,5315,0,6266
2003-05-03,14,5209,0,6191
2003-05-03,15,5116,0,6105
2003-05-03,16,5098,0,6029
2003-05-03,17,5086,0,5936
2003-05-03,18,5005,0,5787
2003-05-03,19,4917,0,5698
2003-05-03,20,5077,0,5794
2003-05-03,21,5180,0,5801
2003-05-03,22,4978,0,5772
2003-05-03,23,4647,0,5673
2003-05-03,24,4332,0,4899
2003-05-04,1,4142,0,4606
2003-05-04,2,3997,0,4146
2003-05-04,3,3930,0,4063
2003-05-04,4,3893,0,4036
2003-05-04,5,3911,0,4093
2003-05-04,6,3905,0,4168
2003-05-04,7,4052,0,4479
2003-05-04,8,4360,0,4843
2003-05-04,9,4641,0,5164
2003-05-04,10,4856,0,5361
2003-05-04,11,5025,0,5435
2003-05-04,12,5076,0,5400
2003-05-04,13,5015,0,5315
2003-05-04,14,4893,0,5209
2003-05-04,15,4901,0,5116
2003-05-04,16,4914,0,5098
2003-05-04,17,4982,0,5086
2003-05-04,18,4964,0,5005
2003-05-04,19,4954,0,4917
2003-05-04,20,5159,0,5077
2003-05-04,21,5291,0,5180
2003-05-04,22,5047,0,4978
2003-05-04,23,4648,0,4647
2003-05-04,24,4366,0,4332
2003-05-05,1,4193,1,4142
2003-05-05,2,4109,1,3997
2003-05-05,3,4075,1,3930
2003-05-05,4,4114,1,3893
2003-05-05,5,4304,1,3911
2003-05-05,6,4756,1,3905
2003-05-05,7,5537,1,4052
2003-05-05,8,5976,1,4360
2003-05-05,9,6188,1,4641
2003-05-05,10,6341,1,4856
2003-05-05,11,6402,1,5025
2003-05-05,12,6414,1,5076
2003-05-05,13,6417,1,5015
2003-05-05,14,6428,1,4893
2003-05-05,15,6487,1,4901
2003-05-05,16,6598,1,4914
2003-05-05,17,6629,1,4982
2003-05-05,18,6551,1,4964
2003-05-05,19,6496,1,4954
2003-05-05,20,6454,1,5159
2003-05-05,21,6161,1,5291
2003-05-05,22,5674,1,5047
2003-05-05,23,5110,1,4648
2003-05-05,24,4747,1,4366
2003-05-06,1,4522,1,4193
2003-05-06,2,4371,1,4109
2003-05-06,3,4326,1,4075
2003-05-06,4,4314,1,4114
2003-05-06,5,4511,1,4304
2003-05-06,6,4985,1,4756
2003-05-06,7,5690,1,5537
2003-05-06,8,6072,1,5976
2003-05-06,9,6249,1,6188
2003-05-06,10,6372,1,6341
2003-05-06,11,6395,1,6402
2003-05-06,12,6358,1,6414
2003-05-06,13,6350,1,6417
2003-05-06,14,6378,1,6428
2003-05-06,15,6378,1,6487
2003-05-06,16,6412,1,6598
2003-05-06,17,6334,1,6629
2003-05-06,18,6202,1,6551
2003-05-06,19,6125,1,6496
2003-05-06,20,6153,1,6454
2003-05-06,21,6071,1,6161
2003-05-06,22,5658,1,5674
2003-05-06,23,5094,1,5110
2003-05-06,24,4694,1,4747
2003-05-07,1,4491,1,4522
2003-05-07,2,4326,1,4371
2003-05-07,3,4258,1,4326
2003-05-07,4,4258,1,4314
2003-05-07,5,4414,1,4511
2003-05-07,6,4885,1,4985
2003-05-07,7,5637,1,5690
2003-05-07,8,6026,1,6072
2003-05-07,9,6165,1,6249
2003-05-07,10,6301,1,6372
2003-05-07,11,6378,1,6395
2003-05-07,12,6400,1,6358
2003-05-07,13,6411,1,6350
2003-05-07,14,6364,1,6378
2003-05-07,15,6347,1,6378
2003-05-07,16,6415,1,6412
2003-05-07,17,6441,1,6334
2003-05-07,18,6306,1,6202
2003-05-07,19,6172,1,6125
2003-05-07,20,6211,1,6153
2003-05-07,21,6103,1,6071
2003-05-07,22,5677,1,5658
2003-05-07,23,5117,1,5094
2003-05-07,24,4713,1,4694
2003-05-08,1,4488,1,4491
2003-05-08,2,4334,1,4326
2003-05-08,3,4258,1,4258
2003-05-08,4,4291,1,4258
2003-05-08,5,4489,1,4414
2003-05-08,6,4882,1,4885
2003-05-08,7,5601,1,5637
2003-05-08,8,5964,1,6026
2003-05-08,9,6142,1,6165
2003-05-08,10,6275,1,6301
2003-05-08,11,6369,1,6378
2003-05-08,12,6380,1,6400
2003-05-08,13,6363,1,6411
2003-05-08,14,6299,1,6364
2003-05-08,15,6315,1,6347
2003-05-08,16,6314,1,6415
2003-05-08,17,6225,1,6441
2003-05-08,18,6068,1,6306
2003-05-08,19,5877,1,6172
2003-05-08,20,5934,1,6211
2003-05-08,21,5972,1,6103
2003-05-08,22,5581,1,5677
2003-05-08,23,5042,1,5117
2003-05-08,24,4625,1,4713
2003-05-09,1,4367,1,4488
2003-05-09,2,4227,1,4334
2003-05-09,3,4153,1,4258
2003-05-09,4,4157,1,4291
2003-05-09,5,4341,1,4489
2003-05-09,6,4749,1,4882
2003-05-09,7,5488,1,5601
2003-05-09,8,5887,1,5964
2003-05-09,9,6070,1,6142
2003-05-09,10,6215,1,6275
2003-05-09,11,6288,1,6369
2003-05-09,12,6318,1,6380
2003-05-09,13,6340,1,6363
2003-05-09,14,6301,1,6299
2003-05-09,15,6155,1,6315
2003-05-09,16,6059,1,6314
2003-05-09,17,5958,1,6225
2003-05-09,18,5868,1,6068
2003-05-09,19,5700,1,5877
2003-05-09,20,5736,1,5934
2003-05-09,21,5741,1,5972
2003-05-09,22,5378,1,5581
2003-05-09,23,4892,1,5042
2003-05-09,24,4496,1,4625
2003-05-10,1,4237,0,4367
2003-05-10,2,4084,0,4227
2003-05-10,3,3995,0,4153
2003-05-10,4,3966,0,4157
2003-05-10,5,4003,0,4341
2003-05-10,6,4073,0,4749
2003-05-10,7,4351,0,5488
2003-05-10,8,4744,0,5887
2003-05-10,9,5077,0,6070
2003-05-10,10,5262,0,6215
2003-05-10,11,5343,0,6288
2003-05-10,12,5317,0,6318
2003-05-10,13,5296,0,6340
2003-05-10,14,5214,0,6301
2003-05-10,15,5179,0,6155
2003-05-10,16,5153,0,6059
2003-05-10,17,5176,0,5958
2003-05-10,18,5094,0,5868
2003-05-10,19,4986,0,5700
2003-05-10,20,5087,0,5736
2003-05-10,21,5176,0,5741
2003-05-10,22,4973,0,5378
2003-05-10,23,4655,0,4892
2003-05-10,24,4318,0,4496
2003-05-11,1,4101,0,4237
2003-05-11,2,3957,0,4084
2003-05-11,3,3856,0,3995
2003-05-11,4,3822,0,3966
2003-05-11,5,3830,0,4003
2003-05-11,6,3864,0,4073
2003-05-11,7,4023,0,4351
2003-05-11,8,4409,0,4744
2003-05-11,9,4744,0,5077
2003-05-11,10,4977,0,5262
2003-05-11,11,5152,0,5343
2003-05-11,12,5265,0,5317
2003-05-11,13,5281,0,5296
2003-05-11,14,5161,0,5214
2003-05-11,15,5074,0,5179
2003-05-11,16,5038,0,5153
2003-05-11,17,5048,0,5176
2003-05-11,18,5001,0,5094
2003-05-11,19,5031,0,4986
2003-05-11,20,5219,0,5087
2003-05-11,21,5272,0,5176
2003-05-11,22,5017,0,4973
2003-05-11,23,4642,0,4655
2003-05-11,24,4326,0,4318
2003-05-12,1,4137,1,4101
2003-05-12,2,4045,1,3957
2003-05-12,3,4006,1,3856
2003-05-12,4,4037,1,3822
2003-05-12,5,4243,1,3830
2003-05-12,6,4723,1,3864
2003-05-12,7,5460,1,4023
2003-05-12,8,5907,1,4409
2003-05-12,9,6141,1,4744
2003-05-12,10,6291,1,4977
2003-05-12,11,6363,1,5152
2003-05-12,12,6410,1,5265
2003-05-12,13,6415,1,5281
2003-05-12,14,6394,1,5161
2003-05-12,15,6362,1,5074
2003-05-12,16,6374,1,5038
2003-05-12,17,6338,1,5048
2003-05-12,18,6208,1,5001
2003-05-12,19,6110,1,5031
2003-05-12,20,6193,1,5219
2003-05-12,21,6114,1,5272
2003-05-12,22,5680,1,5017
2003-05-12,23,5134,1,4642
2003-05-12,24,4728,1,4326
2003-05-13,1,4494,1,4137
2003-05-13,2,4363,1,4045
2003-05-13,3,4295,1,4006
2003-05-13,4,4302,1,4037
2003-05-13,5,4499,1,4243
2003-05-13,6,4931,1,4723
2003-05-13,7,5643,1,5460
2003-05-13,8,6087,1,5907
2003-05-13,9,6259,1,6141
2003-05-13,10,6393,1,6291
2003-05-13,11,6448,1,6363
2003-05-13,12,6402,1,6410
2003-05-13,13,6393,1,6415
2003-05-13,14,6362,1,6394
2003-05-13,15,6338,1,6362
2003-05-13,16,6362,1,6374
2003-05-13,17,6342,1,6338
2003-05-13,18,6256,1,6208
2003-05-13,19,6153,1,6110
2003-05-13,20,6154,1,6193
2003-05-13,21,6096,1,6114
2003-05-13,22,5716,1,5680
2003-05-13,23,5182,1,5134
2003-05-13,24,4886,1,4728
2003-05-14,1,4594,1,4494
2003-05-14,2,4430,1,4363
2003-05-14,3,4423,1,4295
2003-05-14,4,4378,1,4302
2003-05-14,5,4432,1,4499
2003-05-14,6,4846,1,4931
2003-05-14,7,5560,1,5643
2003-05-14,8,5919,1,6087
2003-05-14,9,6088,1,6259
2003-05-14,10,6240,1,6393
2003-05-14,11,6317,1,6448
2003-05-14,12,6283,1,6402
2003-05-14,13,6282,1,6393
2003-05-14,14,6254,1,6362
2003-05-14,15,6233,1,6338
2003-05-14,16,6251,1,6362
2003-05-14,17,6211,1,6342
2003-05-14,18,6068,1,6256
2003-05-14,19,5921,1,6153
2003-05-14,20,5957,1,6154
2003-05-14,21,5976,1,6096
2003-05-14,22,5592,1,5716
2003-05-14,23,5037,1,5182
2003-05-14,24,4639,1,4886
2003-05-15,1,4412,1,4594
2003-05-15,2,4266,1,4430
2003-05-15,3,4206,1,4423
2003-05-15,4,4223,1,4378
2003-05-15,5,4404,1,4432
2003-05-15,6,4823,1,4846
2003-05-15,7,5523,1,5560
2003-05-15,8,5898,1,5919
2003-05-15,9,6098,1,6088
2003-05-15,10,6243,1,6240
2003-05-15,11,6317,1,6317
2003-05-15,12,6305,1,6283
2003-05-15,13,6293,1,6282
2003-05-15,14,6245,1,6254
2003-05-15,15,6249,1,6233
2003-05-15,16,6292,1,6251
2003-05-15,17,6240,1,6211
2003-05-15,18,6158,1,6068
2003-05-15,19,6045,1,5921
2003-05-15,20,6103,1,5957
2003-05-15,21,5987,1,5976
2003-05-15,22,5569,1,5592
2003-05-15,23,5037,1,5037
2003-05-15,24,4627,1,4639
2003-05-16,1,4385,1,4412
2003-05-16,2,4246,1,4266
2003-05-16,3,4182,1,4206
2003-05-16,4,4188,1,4223
2003-05-16,5,4349,1,4404
2003-05-16,6,4810,1,4823
2003-05-16,7,5504,1,5523
2003-05-16,8,5958,1,5898
2003-05-16,9,6192,1,6098
2003-05-16,10,6385,1,6243
2003-05-16,11,6476,1,6317
2003-05-16,12,6463,1,6305
2003-05-16,13,6443,1,6293
2003-05-16,14,6345,1,6245
2003-05-16,15,6265,1,6249
2003-05-16,16,6248,1,6292
2003-05-16,17,6207,1,6240
2003-05-16,18,6094,1,6158
2003-05-16,19,5960,1,6045
2003-05-16,20,5941,1,6103
2003-05-16,21,5774,1,5987
2003-05-16,22,5411,1,5569
2003-05-16,23,4912,1,5037
2003-05-16,24,4514,1,4627
2003-05-17,1,4264,0,4385
2003-05-17,2,4117,0,4246
2003-05-17,3,4024,0,4182
2003-05-17,4,3995,0,4188
2003-05-17,5,4025,0,4349
2003-05-17,6,4096,0,4810
2003-05-17,7,4317,0,5504
2003-05-17,8,4658,0,5958
2003-05-17,9,4935,0,6192
2003-05-17,10,5081,0,6385
2003-05-17,11,5150,0,6476
2003-05-17,12,5145,0,6463
2003-05-17,13,5070,0,6443
2003-05-17,14,4991,0,6345
2003-05-17,15,4912,0,6265
2003-05-17,16,4892,0,6248
2003-05-17,17,4915,0,6207
2003-05-17,18,4890,0,6094
2003-05-17,19,4866,0,5960
2003-05-17,20,4937,0,5941
2003-05-17,21,4971,0,5774
2003-05-17,22,4766,0,5411
2003-05-17,23,4481,0,4912
2003-05-17,24,4189,0,4514
2003-05-18,1,3985,0,4264
2003-05-18,2,3830,0,4117
2003-05-18,3,3749,0,4024
2003-05-18,4,3716,0,3995
2003-05-18,5,3704,0,4025
2003-05-18,6,3685,0,4096
2003-05-18,7,3834,0,4317
2003-05-18,8,4119,0,4658
2003-05-18,9,4399,0,4935
2003-05-18,10,4597,0,5081
2003-05-18,11,4723,0,5150
2003-05-18,12,4774,0,5145
2003-05-18,13,4736,0,5070
2003-05-18,14,4688,0,4991
2003-05-18,15,4644,0,4912
2003-05-18,16,4649,0,4892
2003-05-18,17,4657,0,4915
2003-05-18,18,4605,0,4890
2003-05-18,19,4545,0,4866
2003-05-18,20,4585,0,4937
2003-05-18,21,4765,0,4971
2003-05-18,22,4627,0,4766
2003-05-18,23,4355,0,4481
2003-05-18,24,4078,0,4189
2003-05-19,1,3851,1,3985
2003-05-19,2,3731,1,3830
2003-05-19,3,3662,1,3749
2003-05-19,4,3642,1,3716
2003-05-19,5,3652,1,3704
2003-05-19,6,3680,1,3685
2003-05-19,7,3852,1,3834
2003-05-19,8,4139,1,4119
2003-05-19,9,4459,1,4399
2003-05-19,10,4717,1,4597
2003-05-19,11,4849,1,4723
2003-05-19,12,4869,1,4774
2003-05-19,13,4827,1,4736
2003-05-19,14,4764,1,4688
2003-05-19,15,4745,1,4644
2003-05-19,16,4823,1,4649
2003-05-19,17,4918,1,4657
2003-05-19,18,4905,1,4605
2003-05-19,19,4868,1,4545
2003-05-19,20,5009,1,4585
2003-05-19,21,5162,1,4765
2003-05-19,22,4930,1,4627
2003-05-19,23,4565,1,4355
2003-05-19,24,4223,1,4078
2003-05-20,1,4030,1,3851
2003-05-20,2,3926,1,3731
2003-05-20,3,3873,1,3662
2003-05-20,4,3908,1,3642
2003-05-20,5,4107,1,3652
2003-05-20,6,4543,1,3680
2003-05-20,7,5310,1,3852
2003-05-20,8,5775,1,4139
2003-05-20,9,6044,1,4459
2003-05-20,10,6245,1,4717
2003-05-20,11,6374,1,4849
2003-05-20,12,6386,1,4869
2003-05-20,13,6412,1,4827
2003-05-20,14,6455,1,4764
2003-05-20,15,6468,1,4745
2003-05-20,16,6552,1,4823
2003-05-20,17,6532,1,4918
2003-05-20,18,6439,1,4905
2003-05-20,19,6324,1,4868
2003-05-20,20,6146,1,5009
2003-05-20,21,6038,1,5162
2003-05-20,22,5581,1,4930
2003-05-20,23,5069,1,4565
2003-05-20,24,4665,1,4223
2003-05-21,1,4449,1,4030
2003-05-21,2,4304,1,3926
2003-05-21,3,4236,1,3873
2003-05-21,4,4245,1,3908
2003-05-21,5,4386,1,4107
2003-05-21,6,4866,1,4543
2003-05-21,7,5543,1,5310
2003-05-21,8,5901,1,5775
2003-05-21,9,6076,1,6044
2003-05-21,10,6191,1,6245
2003-05-21,11,6257,1,6374
2003-05-21,12,6237,1,6386
2003-05-21,13,6230,1,6412
2003-05-21,14,6205,1,6455
2003-05-21,15,6196,1,6468
2003-05-21,16,6200,1,6552
2003-05-21,17,6171,1,6532
2003-05-21,18,6044,1,6439
2003-05-21,19,5880,1,6324
2003-05-21,20,5934,1,6146
2003-05-21,21,6019,1,6038
2003-05-21,22,5669,1,5581
2003-05-21,23,5094,1,5069
2003-05-21,24,4674,1,4665
2003-05-22,1,4432,1,4449
2003-05-22,2,4309,1,4304
2003-05-22,3,4253,1,4236
2003-05-22,4,4271,1,4245
2003-05-22,5,4451,1,4386
2003-05-22,6,4820,1,4866
2003-05-22,7,5492,1,5543
2003-05-22,8,5877,1,5901
2003-05-22,9,6038,1,6076
2003-05-22,10,6190,1,6191
2003-05-22,11,6254,1,6257
2003-05-22,12,6246,1,6237
2003-05-22,13,6243,1,6230
2003-05-22,14,6209,1,6205
2003-05-22,15,6157,1,6196
2003-05-22,16,6204,1,6200
2003-05-22,17,6170,1,6171
2003-05-22,18,6022,1,6044
2003-05-22,19,5905,1,5880
2003-05-22,20,5943,1,5934
2003-05-22,21,6047,1,6019
2003-05-22,22,5653,1,5669
2003-05-22,23,5097,1,5094
2003-05-22,24,4672,1,4674
2003-05-23,1,4460,1,4432
2003-05-23,2,4307,1,4309
2003-05-23,3,4250,1,4253
2003-05-23,4,4254,1,4271
2003-05-23,5,4413,1,4451
2003-05-23,6,4819,1,4820
2003-05-23,7,5520,1,5492
2003-05-23,8,5868,1,5877
2003-05-23,9,6049,1,6038
2003-05-23,10,6255,1,6190
2003-05-23,11,6366,1,6254
2003-05-23,12,6301,1,6246
2003-05-23,13,6277,1,6243
2003-05-23,14,6199,1,6209
2003-05-23,15,6134,1,6157
2003-05-23,16,6120,1,6204
2003-05-23,17,6049,1,6170
2003-05-23,18,5971,1,6022
2003-05-23,19,5882,1,5905
2003-05-23,20,5894,1,5943
2003-05-23,21,5798,1,6047
2003-05-23,22,5430,1,5653
2003-05-23,23,4927,1,5097
2003-05-23,24,4549,1,4672
2003-05-24,1,4287,0,4460
2003-05-24,2,4177,0,4307
2003-05-24,3,4107,0,4250
2003-05-24,4,4048,0,4254
2003-05-24,5,4084,0,4413
2003-05-24,6,4191,0,4819
2003-05-24,7,4421,0,5520
2003-05-24,8,4848,0,5868
2003-05-24,9,5152,0,6049
2003-05-24,10,5387,0,6255
2003-05-24,11,5471,0,6366
2003-05-24,12,5455,0,6301
2003-05-24,13,5369,0,6277
2003-05-24,14,5268,0,6199
2003-05-24,15,5180,0,6134
2003-05-24,16,5102,0,6120
2003-05-24,17,5115,0,6049
2003-05-24,18,5082,0,5971
2003-05-24,19,5011,0,5882
2003-05-24,20,5024,0,5894
2003-05-24,21,5103,0,5798
2003-05-24,22,4921,0,5430
2003-05-24,23,4596,0,4927
2003-05-24,24,4297,0,4549
2003-05-25,1,4069,0,4287
2003-05-25,2,3920,0,4177
2003-05-25,3,3820,0,4107
2003-05-25,4,3784,0,4048
2003-05-25,5,3789,0,4084
2003-05-25,6,3789,0,4191
2003-05-25,7,3945,0,4421
2003-05-25,8,4244,0,4848
2003-05-25,9,4580,0,5152
2003-05-25,10,4840,0,5387
2003-05-25,11,4997,0,5471
2003-05-25,12,5079,0,5455
2003-05-25,13,5037,0,5369
2003-05-25,14,4972,0,5268
2003-05-25,15,4946,0,5180
2003-05-25,16,4977,0,5102
2003-05-25,17,5019,0,5115
2003-05-25,18,4971,0,5082
2003-05-25,19,4910,0,5011
2003-05-25,20,5045,0,5024
2003-05-25,21,5207,0,5103
2003-05-25,22,5017,0,4921
2003-05-25,23,4656,0,4596
2003-05-25,24,4348,0,4297
2003-05-26,1,4137,1,4069
2003-05-26,2,4049,1,3920
2003-05-26,3,4019,1,3820
2003-05-26,4,4006,1,3784
2003-05-26,5,4180,1,3789
2003-05-26,6,4603,1,3789
2003-05-26,7,5294,1,3945
2003-05-26,8,5731,1,4244
2003-05-26,9,5998,1,4580
2003-05-26,10,6158,1,4840
2003-05-26,11,6246,1,4997
2003-05-26,12,6278,1,5079
2003-05-26,13,6286,1,5037
2003-05-26,14,6271,1,4972
2003-05-26,15,6258,1,4946
2003-05-26,16,6264,1,4977
2003-05-26,17,6238,1,5019
2003-05-26,18,6125,1,4971
2003-05-26,19,5946,1,4910
2003-05-26,20,5918,1,5045
2003-05-26,21,5995,1,5207
2003-05-26,22,5618,1,5017
2003-05-26,23,5052,1,4656
2003-05-26,24,4609,1,4348
2003-05-27,1,4398,1,4137
2003-05-27,2,4252,1,4049
2003-05-27,3,4190,1,4019
2003-05-27,4,4203,1,4006
2003-05-27,5,4315,1,4180
2003-05-27,6,4725,1,4603
2003-05-27,7,5409,1,5294
2003-05-27,8,5834,1,5731
2003-05-27,9,6033,1,5998
2003-05-27,10,6217,1,6158
2003-05-27,11,6293,1,6246
2003-05-27,12,6284,1,6278
2003-05-27,13,6289,1,6286
2003-05-27,14,6274,1,6271
2003-05-27,15,6263,1,6258
2003-05-27,16,6346,1,6264
2003-05-27,17,6270,1,6238
2003-05-27,18,6101,1,6125
2003-05-27,19,5918,1,5946
2003-05-27,20,5920,1,5918
2003-05-27,21,6003,1,5995
2003-05-27,22,5623,1,5618
2003-05-27,23,5063,1,5052
2003-05-27,24,4642,1,4609
2003-05-28,1,4390,1,4398
2003-05-28,2,4250,1,4252
2003-05-28,3,4189,1,4190
2003-05-28,4,4183,1,4203
2003-05-28,5,4293,1,4315
2003-05-28,6,4702,1,4725
2003-05-28,7,5412,1,5409
2003-05-28,8,5876,1,5834
2003-05-28,9,6089,1,6033
2003-05-28,10,6289,1,6217
2003-05-28,11,6473,1,6293
2003-05-28,12,6500,1,6284
2003-05-28,13,6516,1,6289
2003-05-28,14,6495,1,6274
2003-05-28,15,6474,1,6263
2003-05-28,16,6494,1,6346
2003-05-28,17,6443,1,6270
2003-05-28,18,6266,1,6101
2003-05-28,19,6103,1,5918
2003-05-28,20,6070,1,5920
2003-05-28,21,6084,1,6003
2003-05-28,22,5716,1,5623
2003-05-28,23,5128,1,5063
2003-05-28,24,4713,1,4642
2003-05-29,1,4447,1,4390
2003-05-29,2,4277,1,4250
2003-05-29,3,4211,1,4189
2003-05-29,4,4211,1,4183
2003-05-29,5,4351,1,4293
2003-05-29,6,4765,1,4702
2003-05-29,7,5486,1,5412
2003-05-29,8,5894,1,5876
2003-05-29,9,6168,1,6089
2003-05-29,10,6370,1,6289
2003-05-29,11,6489,1,6473
2003-05-29,12,6515,1,6500
2003-05-29,13,6561,1,6516
2003-05-29,14,6509,1,6495
2003-05-29,15,6481,1,6474
2003-05-29,16,6515,1,6494
2003-05-29,17,6421,1,6443
2003-05-29,18,6260,1,6266
2003-05-29,19,6082,1,6103
2003-05-29,20,6036,1,6070
2003-05-29,21,6055,1,6084
2003-05-29,22,5668,1,5716
2003-05-29,23,5115,1,5128
2003-05-29,24,4677,1,4713
2003-05-30,1,4441,1,4447
2003-05-30,2,4268,1,4277
2003-05-30,3,4187,1,4211
2003-05-30,4,4183,1,4211
2003-05-30,5,4311,1,4351
2003-05-30,6,4723,1,4765
2003-05-30,7,5442,1,5486
2003-05-30,8,5897,1,5894
2003-05-30,9,6141,1,6168
2003-05-30,10,6334,1,6370
2003-05-30,11,6446,1,6489
2003-05-30,12,6445,1,6515
2003-05-30,13,6432,1,6561
2003-05-30,14,6352,1,6509
2003-05-30,15,6314,1,6481
2003-05-30,16,6310,1,6515
2003-05-30,17,6154,1,6421
2003-05-30,18,6026,1,6260
2003-05-30,19,5906,1,6082
2003-05-30,20,5875,1,6036
2003-05-30,21,5831,1,6055
2003-05-30,22,5496,1,5668
2003-05-30,23,4954,1,5115
2003-05-30,24,4560,1,4677
2003-05-31,1,4310,0,4441
2003-05-31,2,4120,0,4268
2003-05-31,3,4018,0,4187
2003-05-31,4,3974,0,4183
2003-05-31,5,4018,0,4311
2003-05-31,6,4052,0,4723
2003-05-31,7,4282,0,5442
2003-05-31,8,4678,0,5897
2003-05-31,9,5014,0,6141
2003-05-31,10,5233,0,6334
2003-05-31,11,5343,0,6446
2003-05-31,12,5352,0,6445
2003-05-31,13,5350,0,6432
2003-05-31,14,5290,0,6352
2003-05-31,15,5225,0,6314
2003-05-31,16,5269,0,6310
2003-05-31,17,5309,0,6154
2003-05-31,18,5228,0,6026
2003-05-31,19,5131,0,5906
2003-05-31,20,5121,0,5875
2003-05-31,21,5141,0,5831
2003-05-31,22,4952,0,5496
2003-05-31,23,4624,0,4954
2003-05-31,24,4336,0,4560
2003-06-01,1,4151,0,4310
2003-06-01,2,4006,0,4120
2003-06-01,3,3922,0,4018
2003-06-01,4,3870,0,3974
2003-06-01,5,3832,0,4018
2003-06-01,6,3800,0,4052
2003-06-01,7,3978,0,4282
2003-06-01,8,4304,0,4678
2003-06-01,9,4591,0,5014
2003-06-01,10,4824,0,5233
2003-06-01,11,4955,0,5343
2003-06-01,12,5000,0,5352
2003-06-01,13,4975,0,5350
2003-06-01,14,4924,0,5290
2003-06-01,15,4902,0,5225
2003-06-01,16,4987,0,5269
2003-06-01,17,5026,0,5309
2003-06-01,18,4988,0,5228
2003-06-01,19,4970,0,5131
2003-06-01,20,5055,0,5121
2003-06-01,21,5263,0,5141
2003-06-01,22,5091,0,4952
2003-06-01,23,4719,0,4624
2003-06-01,24,4402,0,4336
2003-06-02,1,4191,1,4151
2003-06-02,2,4109,1,4006
2003-06-02,3,4072,1,3922
2003-06-02,4,4094,1,3870
2003-06-02,5,4291,1,3832
2003-06-02,6,4733,1,3800
2003-06-02,7,5467,1,3978
2003-06-02,8,5764,1,4304
2003-06-02,9,6016,1,4591
2003-06-02,10,6222,1,4824
2003-06-02,11,6352,1,4955
2003-06-02,12,6330,1,5000
2003-06-02,13,6327,1,4975
2003-06-02,14,6323,1,4924
2003-06-02,15,6302,1,4902
2003-06-02,16,6309,1,4987
2003-06-02,17,6217,1,5026
2003-06-02,18,6024,1,4988
2003-06-02,19,5951,1,4970
2003-06-02,20,5920,1,5055
2003-06-02,21,5984,1,5263
2003-06-02,22,5602,1,5091
2003-06-02,23,5045,1,4719
2003-06-02,24,4649,1,4402
2003-06-03,1,4401,1,4191
2003-06-03,2,4257,1,4109
2003-06-03,3,4182,1,4072
2003-06-03,4,4171,1,4094
2003-06-03,5,4277,1,4291
2003-06-03,6,4683,1,4733
2003-06-03,7,5324,1,5467
2003-06-03,8,5717,1,5764
2003-06-03,9,5917,1,6016
2003-06-03,10,6083,1,6222
2003-06-03,11,6151,1,6352
2003-06-03,12,6155,1,6330
2003-06-03,13,6179,1,6327
2003-06-03,14,6171,1,6323
2003-06-03,15,6150,1,6302
2003-06-03,16,6157,1,6309
2003-06-03,17,6083,1,6217
2003-06-03,18,5969,1,6024
2003-06-03,19,5790,1,5951
2003-06-03,20,5815,1,5920
2003-06-03,21,5823,1,5984
2003-06-03,22,5456,1,5602
2003-06-03,23,4925,1,5045
2003-06-03,24,4536,1,4649
2003-06-04,1,4306,1,4401
2003-06-04,2,4167,1,4257
2003-06-04,3,4105,1,4182
2003-06-04,4,4118,1,4171
2003-06-04,5,4244,1,4277
2003-06-04,6,4616,1,4683
