Date,Hour,Toronto,weekday,Toronto_Previous_Day
2014-04-25,2,4388,1,4537
2014-04-25,3,4340,1,4492
2014-04-25,4,4375,1,4580
2014-04-25,5,4614,1,4836
2014-04-25,6,5093,1,5301
2014-04-25,7,5675,1,5825
2014-04-25,8,5909,1,6036
2014-04-25,9,6006,1,6127
2014-04-25,10,6116,1,6205
2014-04-25,11,6229,1,6229
2014-04-25,12,6192,1,6201
2014-04-25,13,6212,1,6146
2014-04-25,14,6137,1,6115
2014-04-25,15,6178,1,6078
2014-04-25,16,6160,1,6063
2014-04-25,17,6120,1,6030
2014-04-25,18,6093,1,5964
2014-04-25,19,6113,1,5972
2014-04-25,20,6183,1,6154
2014-04-25,21,5997,1,6033
2014-04-25,22,5593,1,5651
2014-04-25,23,5129,1,5139
2014-04-25,24,4746,1,4747
2014-04-26,1,4523,0,4508
2014-04-26,2,4378,0,4388
2014-04-26,3,4299,0,4340
2014-04-26,4,4234,0,4375
2014-04-26,5,4310,0,4614
2014-04-26,6,4440,0,5093
2014-04-26,7,4705,0,5675
2014-04-26,8,5057,0,5909
2014-04-26,9,5319,0,6006
2014-04-26,10,5510,0,6116
2014-04-26,11,5625,0,6229
2014-04-26,12,5576,0,6192
2014-04-26,13,5523,0,6212
2014-04-26,14,5411,0,6137
2014-04-26,15,5332,0,6178
2014-04-26,16,5346,0,6160
2014-04-26,17,5388,0,6120
2014-04-26,18,5387,0,6093
2014-04-26,19,5345,0,6113
2014-04-26,20,5529,0,6183
2014-04-26,21,5518,0,5997
2014-04-26,22,5256,0,5593
2014-04-26,23,4908,0,5129
2014-04-26,24,4591,0,4746
2014-04-27,1,4371,0,4523
2014-04-27,2,4238,0,4378
2014-04-27,3,4153,0,4299
2014-04-27,4,4142,0,4234
2014-04-27,5,4181,0,4310
2014-04-27,6,4211,0,4440
2014-04-27,7,4372,0,4705
2014-04-27,8,4634,0,5057
2014-04-27,9,4865,0,5319
2014-04-27,10,5030,0,5510
2014-04-27,11,5137,0,5625
2014-04-27,12,5188,0,5576
2014-04-27,13,5143,0,5523
2014-04-27,14,5079,0,5411
2014-04-27,15,5048,0,5332
2014-04-27,16,5090,0,5346
2014-04-27,17,5173,0,5388
2014-04-27,18,5200,0,5387
2014-04-27,19,5217,0,5345
2014-04-27,20,5464,0,5529
2014-04-27,21,5504,0,5518
2014-04-27,22,5223,0,5256
2014-04-27,23,4828,0,4908
2014-04-27,24,4525,0,4591
2014-04-28,1,4371,1,4371
2014-04-28,2,4265,1,4238
2014-04-28,3,4242,1,4153
2014-04-28,4,4291,1,4142
2014-04-28,5,4542,1,4181
2014-04-28,6,4980,1,4211
2014-04-28,7,5555,1,4372
2014-04-28,8,5779,1,4634
2014-04-28,9,5901,1,4865
2014-04-28,10,6041,1,5030
2014-04-28,11,6084,1,5137
2014-04-28,12,6060,1,5188
2014-04-28,13,6035,1,5143
2014-04-28,14,5986,1,5079
2014-04-28,15,5951,1,5048
2014-04-28,16,5968,1,5090
2014-04-28,17,5959,1,5173
2014-04-28,18,5919,1,5200
2014-04-28,19,5937,1,5217
2014-04-28,20,6126,1,5464
2014-04-28,21,6000,1,5504
2014-04-28,22,5566,1,5223
2014-04-28,23,5071,1,4828
2014-04-28,24,4672,1,4525
2014-04-29,1,4448,1,4371
2014-04-29,2,4325,1,4265
2014-04-29,3,4282,1,4242
2014-04-29,4,4342,1,4291
2014-04-29,5,4571,1,4542
2014-04-29,6,5104,1,4980
2014-04-29,7,5733,1,5555
2014-04-29,8,6044,1,5779
2014-04-29,9,6225,1,5901
2014-04-29,10,6400,1,6041
2014-04-29,11,6496,1,6084
2014-04-29,12,6606,1,6060
2014-04-29,13,6637,1,6035
2014-04-29,14,6615,1,5986
2014-04-29,15,6573,1,5951
2014-04-29,16,6576,1,5968
2014-04-29,17,6564,1,5959
2014-04-29,18,6467,1,5919
2014-04-29,19,6348,1,5937
2014-04-29,20,6414,1,6126
2014-04-29,21,6255,1,6000
2014-04-29,22,5810,1,5566
2014-04-29,23,5300,1,5071
2014-04-29,24,4885,1,4672
2014-04-30,1,4655,1,4448
2014-04-30,2,4539,1,4325
2014-04-30,3,4484,1,4282
2014-04-30,4,4529,1,4342
2014-04-30,5,4782,1,4571
2014-04-30,6,5301,1,5104
2014-04-30,7,5921,1,5733
2014-04-30,8,6207,1,6044
2014-04-30,9,6339,1,6225
2014-04-30,10,6491,1,6400
2014-04-30,11,6552,1,6496
2014-04-30,12,6542,1,6606
2014-04-30,13,6536,1,6637
2014-04-30,14,6502,1,6615
2014-04-30,15,6494,1,6573
2014-04-30,16,6527,1,6576
2014-04-30,17,6516,1,6564
2014-04-30,18,6414,1,6467
2014-04-30,19,6448,1,6348
2014-04-30,20,6508,1,6414
2014-04-30,21,6307,1,6255
2014-04-30,22,5859,1,5810
2014-04-30,23,5362,1,5300
2014-04-30,24,4944,1,4885
2014-05-01,1,4643,1,4655
2014-05-01,2,4533,1,4539
2014-05-01,3,4478,1,4484
2014-05-01,4,4512,1,4529
2014-05-01,5,4747,1,4782
2014-05-01,6,5200,1,5301
2014-05-01,7,5840,1,5921
2014-05-01,8,6057,1,6207
2014-05-01,9,6180,1,6339
2014-05-01,10,6308,1,6491
2014-05-01,11,6347,1,6552
2014-05-01,12,6246,1,6542
2014-05-01,13,6234,1,6536
2014-05-01,14,6187,1,6502
2014-05-01,15,6185,1,6494
2014-05-01,16,6207,1,6527
2014-05-01,17,6235,1,6516
2014-05-01,18,6170,1,6414
2014-05-01,19,6159,1,6448
2014-05-01,20,6285,1,6508
2014-05-01,21,6138,1,6307
2014-05-01,22,5729,1,5859
2014-05-01,23,5235,1,5362
2014-05-01,24,4817,1,4944
2014-05-02,1,4574,1,4643
2014-05-02,2,4418,1,4533
2014-05-02,3,4386,1,4478
2014-05-02,4,4440,1,4512
2014-05-02,5,4627,1,4747
2014-05-02,6,5051,1,5200
2014-05-02,7,5641,1,5840
2014-05-02,8,5953,1,6057
2014-05-02,9,6076,1,6180
2014-05-02,10,6158,1,6308
2014-05-02,11,6225,1,6347
2014-05-02,12,6182,1,6246
2014-05-02,13,6212,1,6234
2014-05-02,14,6154,1,6187
2014-05-02,15,6099,1,6185
2014-05-02,16,6110,1,6207
2014-05-02,17,6073,1,6235
2014-05-02,18,5943,1,6170
2014-05-02,19,5896,1,6159
2014-05-02,20,6054,1,6285
2014-05-02,21,5955,1,6138
2014-05-02,22,5566,1,5729
2014-05-02,23,5110,1,5235
2014-05-02,24,4682,1,4817
2014-05-03,1,4439,0,4574
2014-05-03,2,4279,0,4418
2014-05-03,3,4170,0,4386
2014-05-03,4,4133,0,4440
2014-05-03,5,4206,0,4627
2014-05-03,6,4327,0,5051
2014-05-03,7,4584,0,5641
2014-05-03,8,4964,0,5953
2014-05-03,9,5259,0,6076
2014-05-03,10,5442,0,6158
2014-05-03,11,5554,0,6225
2014-05-03,12,5546,0,6182
2014-05-03,13,5489,0,6212
2014-05-03,14,5443,0,6154
2014-05-03,15,5389,0,6099
2014-05-03,16,5351,0,6110
2014-05-03,17,5440,0,6073
2014-05-03,18,5464,0,5943
2014-05-03,19,5352,0,5896
2014-05-03,20,5442,0,6054
2014-05-03,21,5436,0,5955
2014-05-03,22,5180,0,5566
2014-05-03,23,4841,0,5110
2014-05-03,24,4529,0,4682
2014-05-04,1,4310,0,4439
2014-05-04,2,4162,0,4279
2014-05-04,3,4076,0,4170
2014-05-04,4,4050,0,4133
2014-05-04,5,4089,0,4206
2014-05-04,6,4110,0,4327
2014-05-04,7,4282,0,4584
2014-05-04,8,4558,0,4964
2014-05-04,9,4838,0,5259
2014-05-04,10,5012,0,5442
2014-05-04,11,5138,0,5554
2014-05-04,12,5174,0,5546
2014-05-04,13,5127,0,5489
2014-05-04,14,5055,0,5443
2014-05-04,15,4999,0,5389
2014-05-04,16,5060,0,5351
2014-05-04,17,5133,0,5440
2014-05-04,18,5154,0,5464
2014-05-04,19,5158,0,5352
2014-05-04,20,5377,0,5442
2014-05-04,21,5498,0,5436
2014-05-04,22,5197,0,5180
2014-05-04,23,4808,0,4841
2014-05-04,24,4544,0,4529
2014-05-05,1,4358,1,4310
2014-05-05,2,4256,1,4162
2014-05-05,3,4239,1,4076
2014-05-05,4,4305,1,4050
2014-05-05,5,4535,1,4089
2014-05-05,6,4938,1,4110
2014-05-05,7,5554,1,4282
2014-05-05,8,5808,1,4558
2014-05-05,9,5924,1,4838
2014-05-05,10,6035,1,5012
2014-05-05,11,6139,1,5138
2014-05-05,12,6147,1,5174
2014-05-05,13,6150,1,5127
2014-05-05,14,6054,1,5055
2014-05-05,15,6047,1,4999
2014-05-05,16,6027,1,5060
2014-05-05,17,5991,1,5133
2014-05-05,18,5967,1,5154
2014-05-05,19,5965,1,5158
2014-05-05,20,6044,1,5377
2014-05-05,21,5972,1,5498
2014-05-05,22,5547,1,5197
2014-05-05,23,5029,1,4808
2014-05-05,24,4626,1,4544
2014-05-06,1,4454,1,4358
2014-05-06,2,4332,1,4256
2014-05-06,3,4228,1,4239
2014-05-06,4,4254,1,4305
2014-05-06,5,4533,1,4535
2014-05-06,6,4959,1,4938
2014-05-06,7,5569,1,5554
2014-05-06,8,5813,1,5808
2014-05-06,9,5917,1,5924
2014-05-06,10,6006,1,6035
2014-05-06,11,6123,1,6139
2014-05-06,12,6069,1,6147
2014-05-06,13,6085,1,6150
2014-05-06,14,6071,1,6054
2014-05-06,15,6001,1,6047
2014-05-06,16,6037,1,6027
2014-05-06,17,6007,1,5991
2014-05-06,18,5911,1,5967
2014-05-06,19,5864,1,5965
2014-05-06,20,6008,1,6044
2014-05-06,21,6021,1,5972
2014-05-06,22,5601,1,5547
2014-05-06,23,5073,1,5029
2014-05-06,24,4687,1,4626
2014-05-07,1,4468,1,4454
2014-05-07,2,4364,1,4332
2014-05-07,3,4318,1,4228
2014-05-07,4,4353,1,4254
2014-05-07,5,4567,1,4533
2014-05-07,6,4975,1,4959
2014-05-07,7,5639,1,5569
2014-05-07,8,5877,1,5813
2014-05-07,9,5968,1,5917
2014-05-07,10,6046,1,6006
2014-05-07,11,6098,1,6123
2014-05-07,12,6135,1,6069
2014-05-07,13,6143,1,6085
2014-05-07,14,6101,1,6071
2014-05-07,15,6066,1,6001
2014-05-07,16,6069,1,6037
2014-05-07,17,6036,1,6007
2014-05-07,18,5960,1,5911
2014-05-07,19,5944,1,5864
2014-05-07,20,6135,1,6008
2014-05-07,21,6071,1,6021
2014-05-07,22,5628,1,5601
2014-05-07,23,5110,1,5073
2014-05-07,24,4712,1,4687
2014-05-08,1,4471,1,4468
2014-05-08,2,4352,1,4364
2014-05-08,3,4303,1,4318
2014-05-08,4,4337,1,4353
2014-05-08,5,4544,1,4567
2014-05-08,6,4983,1,4975
2014-05-08,7,5598,1,5639
2014-05-08,8,5835,1,5877
2014-05-08,9,5978,1,5968
2014-05-08,10,6083,1,6046
2014-05-08,11,6181,1,6098
2014-05-08,12,6144,1,6135
2014-05-08,13,6193,1,6143
2014-05-08,14,6128,1,6101
2014-05-08,15,6115,1,6066
2014-05-08,16,6110,1,6069
2014-05-08,17,6052,1,6036
2014-05-08,18,5995,1,5960
2014-05-08,19,6002,1,5944
2014-05-08,20,6069,1,6135
2014-05-08,21,6001,1,6071
2014-05-08,22,5605,1,5628
2014-05-08,23,5072,1,5110
2014-05-08,24,4652,1,4712
2014-05-09,1,4424,1,4471
2014-05-09,2,4283,1,4352
2014-05-09,3,4213,1,4303
2014-05-09,4,4236,1,4337
2014-05-09,5,4447,1,4544
2014-05-09,6,4803,1,4983
2014-05-09,7,5494,1,5598
2014-05-09,8,5773,1,5835
2014-05-09,9,5914,1,5978
2014-05-09,10,6064,1,6083
2014-05-09,11,6162,1,6181
2014-05-09,12,6192,1,6144
2014-05-09,13,6172,1,6193
2014-05-09,14,6126,1,6128
2014-05-09,15,6086,1,6115
2014-05-09,16,6078,1,6110
2014-05-09,17,6034,1,6052
2014-05-09,18,5924,1,5995
2014-05-09,19,5872,1,6002
2014-05-09,20,5979,1,6069
2014-05-09,21,5895,1,6001
2014-05-09,22,5457,1,5605
2014-05-09,23,4986,1,5072
2014-05-09,24,4623,1,4652
2014-05-10,1,4358,0,4424
2014-05-10,2,4174,0,4283
2014-05-10,3,4080,0,4213
2014-05-10,4,4016,0,4236
2014-05-10,5,4064,0,4447
2014-05-10,6,4136,0,4803
2014-05-10,7,4462,0,5494
2014-05-10,8,4836,0,5773
2014-05-10,9,5133,0,5914
2014-05-10,10,5317,0,6064
2014-05-10,11,5406,0,6162
2014-05-10,12,5391,0,6192
2014-05-10,13,5324,0,6172
2014-05-10,14,5243,0,6126
2014-05-10,15,5191,0,6086
2014-05-10,16,5160,0,6078
2014-05-10,17,5162,0,6034
2014-05-10,18,5136,0,5924
2014-05-10,19,5077,0,5872
2014-05-10,20,5166,0,5979
2014-05-10,21,5264,0,5895
2014-05-10,22,5008,0,5457
2014-05-10,23,4657,0,4986
2014-05-10,24,4318,0,4623
2014-05-11,1,4078,0,4358
2014-05-11,2,3926,0,4174
2014-05-11,3,3833,0,4080
2014-05-11,4,3809,0,4016
2014-05-11,5,3826,0,4064
2014-05-11,6,3833,0,4136
2014-05-11,7,4062,0,4462
2014-05-11,8,4370,0,4836
2014-05-11,9,4661,0,5133
2014-05-11,10,4872,0,5317
2014-05-11,11,4990,0,5406
2014-05-11,12,5023,0,5391
2014-05-11,13,4999,0,5324
2014-05-11,14,4964,0,5243
2014-05-11,15,4965,0,5191
2014-05-11,16,5018,0,5160
2014-05-11,17,5074,0,5162
2014-05-11,18,5084,0,5136
2014-05-11,19,5069,0,5077
2014-05-11,20,5254,0,5166
2014-05-11,21,5421,0,5264
2014-05-11,22,5128,0,5008
2014-05-11,23,4703,0,4657
2014-05-11,24,4340,0,4318
2014-05-12,1,4131,1,4078
2014-05-12,2,4016,1,3926
2014-05-12,3,3970,1,3833
2014-05-12,4,4004,1,3809
2014-05-12,5,4217,1,3826
2014-05-12,6,4662,1,3833
2014-05-12,7,5354,1,4062
2014-05-12,8,5693,1,4370
2014-05-12,9,5947,1,4661
2014-05-12,10,6154,1,4872
2014-05-12,11,6248,1,4990
2014-05-12,12,6305,1,5023
2014-05-12,13,6318,1,4999
2014-05-12,14,6331,1,4964
2014-05-12,15,6339,1,4965
2014-05-12,16,6329,1,5018
2014-05-12,17,6253,1,5074
2014-05-12,18,6150,1,5084
2014-05-12,19,6073,1,5069
2014-05-12,20,6124,1,5254
2014-05-12,21,6071,1,5421
2014-05-12,22,5558,1,5128
2014-05-12,23,5031,1,4703
2014-05-12,24,4636,1,4340
2014-05-13,1,4381,1,4131
2014-05-13,2,4222,1,4016
2014-05-13,3,4186,1,3970
2014-05-13,4,4211,1,4004
2014-05-13,5,4438,1,4217
2014-05-13,6,4898,1,4662
2014-05-13,7,5530,1,5354
2014-05-13,8,5878,1,5693
2014-05-13,9,6032,1,5947
2014-05-13,10,6141,1,6154
2014-05-13,11,6216,1,6248
2014-05-13,12,6206,1,6305
2014-05-13,13,6255,1,6318
2014-05-13,14,6238,1,6331
2014-05-13,15,6232,1,6339
2014-05-13,16,6257,1,6329
2014-05-13,17,6232,1,6253
2014-05-13,18,6127,1,6150
2014-05-13,19,6150,1,6073
2014-05-13,20,6337,1,6124
2014-05-13,21,6130,1,6071
2014-05-13,22,5631,1,5558
2014-05-13,23,5089,1,5031
2014-05-13,24,4666,1,4636
2014-05-14,1,4402,1,4381
2014-05-14,2,4271,1,4222
2014-05-14,3,4208,1,4186
2014-05-14,4,4241,1,4211
2014-05-14,5,4462,1,4438
2014-05-14,6,4906,1,4898
2014-05-14,7,5579,1,5530
2014-05-14,8,5902,1,5878
2014-05-14,9,6067,1,6032
2014-05-14,10,6175,1,6141
2014-05-14,11,6243,1,6216
2014-05-14,12,6313,1,6206
2014-05-14,13,6302,1,6255
2014-05-14,14,6253,1,6238
2014-05-14,15,6249,1,6232
2014-05-14,16,6273,1,6257
2014-05-14,17,6277,1,6232
2014-05-14,18,6301,1,6127
2014-05-14,19,6268,1,6150
2014-05-14,20,6216,1,6337
2014-05-14,21,6025,1,6130
2014-05-14,22,5597,1,5631
2014-05-14,23,5049,1,5089
2014-05-14,24,4622,1,4666
2014-05-15,1,4374,1,4402
2014-05-15,2,4252,1,4271
2014-05-15,3,4224,1,4208
2014-05-15,4,4247,1,4241
2014-05-15,5,4462,1,4462
2014-05-15,6,4889,1,4906
2014-05-15,7,5526,1,5579
2014-05-15,8,5902,1,5902
2014-05-15,9,6082,1,6067
2014-05-15,10,6267,1,6175
2014-05-15,11,6387,1,6243
2014-05-15,12,6404,1,6313
2014-05-15,13,6413,1,6302
2014-05-15,14,6391,1,6253
2014-05-15,15,6395,1,6249
2014-05-15,16,6417,1,6273
2014-05-15,17,6392,1,6277
2014-05-15,18,6301,1,6301
2014-05-15,19,6187,1,6268
2014-05-15,20,6149,1,6216
2014-05-15,21,6051,1,6025
2014-05-15,22,5624,1,5597
2014-05-15,23,5109,1,5049
2014-05-15,24,4679,1,4622
2014-05-16,1,4415,1,4374
2014-05-16,2,4272,1,4252
2014-05-16,3,4220,1,4224
2014-05-16,4,4242,1,4247
2014-05-16,5,4421,1,4462
2014-05-16,6,4861,1,4889
2014-05-16,7,5484,1,5526
2014-05-16,8,5839,1,5902
2014-05-16,9,5975,1,6082
2014-05-16,10,6071,1,6267
2014-05-16,11,6082,1,6387
2014-05-16,12,6038,1,6404
2014-05-16,13,6011,1,6413
2014-05-16,14,5941,1,6391
2014-05-16,15,5864,1,6395
2014-05-16,16,5837,1,6417
2014-05-16,17,5783,1,6392
2014-05-16,18,5706,1,6301
2014-05-16,19,5651,1,6187
2014-05-16,20,5734,1,6149
2014-05-16,21,5765,1,6051
2014-05-16,22,5445,1,5624
2014-05-16,23,4965,1,5109
2014-05-16,24,4580,1,4679
2014-05-17,1,4342,0,4415
2014-05-17,2,4179,0,4272
2014-05-17,3,4073,0,4220
2014-05-17,4,4061,0,4242
2014-05-17,5,4109,0,4421
2014-05-17,6,4170,0,4861
2014-05-17,7,4422,0,5484
2014-05-17,8,4761,0,5839
2014-05-17,9,5024,0,5975
2014-05-17,10,5148,0,6071
2014-05-17,11,5257,0,6082
2014-05-17,12,5277,0,6038
2014-05-17,13,5189,0,6011
2014-05-17,14,5110,0,5941
2014-05-17,15,5054,0,5864
2014-05-17,16,5018,0,5837
2014-05-17,17,5022,0,5783
2014-05-17,18,4988,0,5706
2014-05-17,19,4933,0,5651
2014-05-17,20,5013,0,5734
2014-05-17,21,5140,0,5765
2014-05-17,22,4938,0,5445
2014-05-17,23,4651,0,4965
2014-05-17,24,4344,0,4580
2014-05-18,1,4120,0,4342
2014-05-18,2,3985,0,4179
2014-05-18,3,3911,0,4073
2014-05-18,4,3895,0,4061
2014-05-18,5,3908,0,4109
2014-05-18,6,3901,0,4170
2014-05-18,7,4070,0,4422
2014-05-18,8,4314,0,4761
2014-05-18,9,4567,0,5024
2014-05-18,10,4754,0,5148
2014-05-18,11,4862,0,5257
2014-05-18,12,4887,0,5277
2014-05-18,13,4870,0,5189
2014-05-18,14,4827,0,5110
2014-05-18,15,4833,0,5054
2014-05-18,16,4889,0,5018
2014-05-18,17,4890,0,5022
2014-05-18,18,4847,0,4988
2014-05-18,19,4796,0,4933
2014-05-18,20,4875,0,5013
2014-05-18,21,5025,0,5140
2014-05-18,22,4844,0,4938
2014-05-18,23,4551,0,4651
2014-05-18,24,4258,0,4344
2014-05-19,1,4048,1,4120
2014-05-19,2,3907,1,3985
2014-05-19,3,3841,1,3911
2014-05-19,4,3831,1,3895
2014-05-19,5,3867,1,3908
2014-05-19,6,3895,1,3901
2014-05-19,7,4072,1,4070
2014-05-19,8,4296,1,4314
2014-05-19,9,4541,1,4567
2014-05-19,10,4767,1,4754
2014-05-19,11,4915,1,4862
2014-05-19,12,4978,1,4887
2014-05-19,13,4953,1,4870
2014-05-19,14,4911,1,4827
2014-05-19,15,4882,1,4833
2014-05-19,16,4938,1,4889
2014-05-19,17,5029,1,4890
2014-05-19,18,5058,1,4847
2014-05-19,19,5042,1,4796
2014-05-19,20,5159,1,4875
2014-05-19,21,5293,1,5025
2014-05-19,22,5013,1,4844
2014-05-19,23,4628,1,4551
2014-05-19,24,4281,1,4258
2014-05-20,1,4073,1,4048
2014-05-20,2,3962,1,3907
2014-05-20,3,3922,1,3841
2014-05-20,4,3970,1,3831
2014-05-20,5,4192,1,3867
2014-05-20,6,4641,1,3895
2014-05-20,7,5315,1,4072
2014-05-20,8,5673,1,4296
2014-05-20,9,5895,1,4541
2014-05-20,10,6075,1,4767
2014-05-20,11,6217,1,4915
2014-05-20,12,6235,1,4978
2014-05-20,13,6284,1,4953
2014-05-20,14,6261,1,4911
2014-05-20,15,6194,1,4882
2014-05-20,16,6170,1,4938
2014-05-20,17,6168,1,5029
2014-05-20,18,6093,1,5058
2014-05-20,19,6028,1,5042
2014-05-20,20,6112,1,5159
2014-05-20,21,5998,1,5293
2014-05-20,22,5559,1,5013
2014-05-20,23,5039,1,4628
2014-05-20,24,4626,1,4281
2014-05-21,1,4358,1,4073
2014-05-21,2,4251,1,3962
2014-05-21,3,4212,1,3922
2014-05-21,4,4246,1,3970
2014-05-21,5,4459,1,4192
2014-05-21,6,4871,1,4641
2014-05-21,7,5528,1,5315
2014-05-21,8,5827,1,5673
2014-05-21,9,5986,1,5895
2014-05-21,10,6142,1,6075
2014-05-21,11,6260,1,6217
2014-05-21,12,6263,1,6235
2014-05-21,13,6327,1,6284
2014-05-21,14,6328,1,6261
2014-05-21,15,6317,1,6194
2014-05-21,16,6345,1,6170
2014-05-21,17,6317,1,6168
2014-05-21,18,6187,1,6093
2014-05-21,19,6043,1,6028
2014-05-21,20,6090,1,6112
2014-05-21,21,6128,1,5998
2014-05-21,22,5700,1,5559
2014-05-21,23,5163,1,5039
2014-05-21,24,4735,1,4626
2014-05-22,1,4440,1,4358
2014-05-22,2,4304,1,4251
2014-05-22,3,4207,1,4212
2014-05-22,4,4260,1,4246
2014-05-22,5,4466,1,4459
2014-05-22,6,4886,1,4871
2014-05-22,7,5527,1,5528
2014-05-22,8,5838,1,5827
2014-05-22,9,6046,1,5986
2014-05-22,10,6226,1,6142
2014-05-22,11,6373,1,6260
2014-05-22,12,6423,1,6263
2014-05-22,13,6454,1,6327
2014-05-22,14,6408,1,6328
2014-05-22,15,6372,1,6317
2014-05-22,16,6356,1,6345
2014-05-22,17,6287,1,6317
2014-05-22,18,6103,1,6187
2014-05-22,19,6003,1,6043
2014-05-22,20,6009,1,6090
2014-05-22,21,6058,1,6128
2014-05-22,22,5690,1,5700
2014-05-22,23,5155,1,5163
2014-05-22,24,4713,1,4735
2014-05-23,1,4435,1,4440
2014-05-23,2,4280,1,4304
2014-05-23,3,4218,1,4207
2014-05-23,4,4214,1,4260
2014-05-23,5,4372,1,4466
2014-05-23,6,4768,1,4886
2014-05-23,7,5420,1,5527
2014-05-23,8,5738,1,5838
2014-05-23,9,5913,1,6046
2014-05-23,10,6044,1,6226
2014-05-23,11,6127,1,6373
2014-05-23,12,6181,1,6423
2014-05-23,13,6214,1,6454
2014-05-23,14,6138,1,6408
2014-05-23,15,6107,1,6372
2014-05-23,16,6071,1,6356
2014-05-23,17,5971,1,6287
2014-05-23,18,5886,1,6103
2014-05-23,19,5797,1,6003
2014-05-23,20,5810,1,6009
2014-05-23,21,5878,1,6058
2014-05-23,22,5493,1,5690
2014-05-23,23,5024,1,5155
2014-05-23,24,4597,1,4713
2014-05-24,1,4341,0,4435
2014-05-24,2,4150,0,4280
2014-05-24,3,4039,0,4218
2014-05-24,4,3981,0,4214
2014-05-24,5,4003,0,4372
2014-05-24,6,4090,0,4768
2014-05-24,7,4410,0,5420
2014-05-24,8,4792,0,5738
2014-05-24,9,5136,0,5913
2014-05-24,10,5355,0,6044
2014-05-24,11,5500,0,6127
2014-05-24,12,5509,0,6181
2014-05-24,13,5469,0,6214
2014-05-24,14,5394,0,6138
2014-05-24,15,5343,0,6107
2014-05-24,16,5345,0,6071
2014-05-24,17,5370,0,5971
2014-05-24,18,5334,0,5886
2014-05-24,19,5249,0,5797
2014-05-24,20,5220,0,5810
2014-05-24,21,5345,0,5878
2014-05-24,22,5094,0,5493
2014-05-24,23,4730,0,5024
2014-05-24,24,4370,0,4597
2014-05-25,1,4126,0,4341
2014-05-25,2,3966,0,4150
2014-05-25,3,3868,0,4039
2014-05-25,4,3824,0,3981
2014-05-25,5,3804,0,4003
2014-05-25,6,3810,0,4090
2014-05-25,7,4040,0,4410
2014-05-25,8,4400,0,4792
2014-05-25,9,4767,0,5136
2014-05-25,10,5048,0,5355
2014-05-25,11,5249,0,5500
2014-05-25,12,5340,0,5509
2014-05-25,13,5351,0,5469
2014-05-25,14,5350,0,5394
2014-05-25,15,5381,0,5343
2014-05-25,16,5449,0,5345
2014-05-25,17,5522,0,5370
2014-05-25,18,5542,0,5334
2014-05-25,19,5525,0,5249
2014-05-25,20,5593,0,5220
2014-05-25,21,5762,0,5345
2014-05-25,22,5489,0,5094
2014-05-25,23,5086,0,4730
2014-05-25,24,4677,0,4370
2014-05-26,1,4431,1,4126
2014-05-26,2,4286,1,3966
2014-05-26,3,4201,1,3868
2014-05-26,4,4219,1,3824
2014-05-26,5,4422,1,3804
2014-05-26,6,4890,1,3810
2014-05-26,7,5657,1,4040
2014-05-26,8,6116,1,4400
2014-05-26,9,6420,1,4767
2014-05-26,10,6665,1,5048
2014-05-26,11,6861,1,5249
2014-05-26,12,6942,1,5340
2014-05-26,13,7022,1,5351
2014-05-26,14,7069,1,5350
2014-05-26,15,7119,1,5381
2014-05-26,16,7176,1,5449
2014-05-26,17,7198,1,5522
2014-05-26,18,7062,1,5542
2014-05-26,19,6925,1,5525
2014-05-26,20,6972,1,5593
2014-05-26,21,6968,1,5762
2014-05-26,22,6510,1,5489
2014-05-26,23,5903,1,5086
2014-05-26,24,5393,1,4677
2014-05-27,1,5049,1,4431
2014-05-27,2,4847,1,4286
2014-05-27,3,4720,1,4201
2014-05-27,4,4686,1,4219
2014-05-27,5,4817,1,4422
2014-05-27,6,5294,1,4890
2014-05-27,7,6102,1,5657
2014-05-27,8,6605,1,6116
2014-05-27,9,6948,1,6420
2014-05-27,10,7226,1,6665
2014-05-27,11,7461,1,6861
2014-05-27,12,7575,1,6942
2014-05-27,13,7604,1,7022
2014-05-27,14,7601,1,7069
2014-05-27,15,7593,1,7119
2014-05-27,16,7684,1,7176
2014-05-27,17,7665,1,7198
2014-05-27,18,7550,1,7062
2014-05-27,19,7351,1,6925
2014-05-27,20,7176,1,6972
2014-05-27,21,7139,1,6968
2014-05-27,22,6649,1,6510
2014-05-27,23,5934,1,5903
2014-05-27,24,5384,1,5393
2014-05-28,1,4981,1,5049
2014-05-28,2,4745,1,4847
2014-05-28,3,4573,1,4720
2014-05-28,4,4544,1,4686
2014-05-28,5,4638,1,4817
2014-05-28,6,5057,1,5294
2014-05-28,7,5727,1,6102
2014-05-28,8,6052,1,6605
2014-05-28,9,6212,1,6948
2014-05-28,10,6374,1,7226
2014-05-28,11,6474,1,7461
2014-05-28,12,6454,1,7575
2014-05-28,13,6451,1,7604
2014-05-28,14,6367,1,7601
2014-05-28,15,6311,1,7593
2014-05-28,16,6334,1,7684
2014-05-28,17,6313,1,7665
2014-05-28,18,6161,1,7550
2014-05-28,19,6053,1,7351
2014-05-28,20,6046,1,7176
2014-05-28,21,6078,1,7139
2014-05-28,22,5676,1,6649
2014-05-28,23,5145,1,5934
2014-05-28,24,4693,1,5384
2014-05-29,1,4431,1,4981
2014-05-29,2,4268,1,4745
2014-05-29,3,4198,1,4573
2014-05-29,4,4231,1,4544
2014-05-29,5,4399,1,4638
2014-05-29,6,4843,1,5057
